"Distance" "MP" "Class"
"757" 2822 3.3 "Mammalia"
"758" 2816 3.1 "Mammalia"
"759" 2770 3.8 "Mammalia"
"760" 2753 3.7 "Mammalia"
"761" 2750 4.2 "Mammalia"
"762" 2741 4.2 "Mammalia"
"763" 2730 4.2 "Mammalia"
"764" 2637 4.4 "Mammalia"
"765" 2545 4.2 "Mammalia"
"766" 2518 3.9 "Mammalia"
"767" 2497 4.2 "Mammalia"
"768" 2483 4.2 "Mammalia"
"769" 2473 3.7 "Mammalia"
"770" 2440 3.9 "Mammalia"
"771" 2371 3.7 "Mammalia"
"772" 2342 3.6 "Mammalia"
"773" 2286 3.4 "Mammalia"
"774" 2280 3.1 "Mammalia"
"775" 2252 3 "Mammalia"
"776" 2240 3.4 "Mammalia"
"777" 2206 3.6 "Mammalia"
"778" 2189 3.4 "Mammalia"
"779" 2177 3.8 "Mammalia"
"780" 2174 4 "Mammalia"
"781" 2148 3.9 "Mammalia"
"782" 2144 3.8 "Mammalia"
"783" 2136 3.7 "Mammalia"
"784" 2132 3.9 "Mammalia"
"785" 2128 3.5 "Mammalia"
"786" 2108 4 "Mammalia"
"787" 2106 3.9 "Mammalia"
"788" 2102 3.3 "Mammalia"
"789" 2067 3.3 "Mammalia"
"790" 2049 3.4 "Mammalia"
"791" 2018 3.7 "Mammalia"
"792" 1991 4.2 "Mammalia"
"793" 1985 4.3 "Mammalia"
"794" 1973 4.3 "Mammalia"
"795" 1959 4.3 "Mammalia"
"796" 1949 4.2 "Mammalia"
"797" 1919 4.2 "Mammalia"
"798" 1822 3.1 "Mammalia"
"799" 1793 3.6 "Mammalia"
"800" 1741 3.5 "Mammalia"
"801" 1715 2.8 "Mammalia"
"802" 1684 3.4 "Mammalia"
"803" 1539 3.6 "Mammalia"
"804" 1532 3.1 "Mammalia"
"805" 1503 3.5 "Mammalia"
"806" 1495 3.8 "Mammalia"
"807" 1472 3.7 "Mammalia"
"808" 1453 4.9 "Mammalia"
"809" 1427 4.3 "Mammalia"
"810" 1425 3 "Mammalia"
"811" 1397 4.2 "Mammalia"
"812" 1385 4.7 "Mammalia"
"813" 1373 20.6 "Mammalia"
"814" 1362 15.2 "Mammalia"
"815" 1319 10.3 "Mammalia"
"816" 1304 5.8 "Mammalia"
"817" 1298 5.2 "Mammalia"
"818" 1292 4.1 "Mammalia"
"819" 1247 3.9 "Mammalia"
"820" 1244 3.4 "Mammalia"
"821" 1205 4 "Mammalia"
"822" 1170 2.9 "Mammalia"
"823" 1166 3.8 "Mammalia"
"824" 1152 3.8 "Mammalia"
"825" 1145 3.6 "Mammalia"
"826" 1121 3 "Mammalia"
"827" 1108 3.5 "Mammalia"
"828" 1104 3.6 "Mammalia"
"829" 1098 3.1 "Mammalia"
"830" 1054 3.6 "Mammalia"
"831" 1047 3.4 "Mammalia"
"832" 1032 3.8 "Mammalia"
"833" 1027 3.8 "Mammalia"
"834" 1017 3.1 "Mammalia"
"835" 1014 3.5 "Mammalia"
"836" 1010 3.6 "Mammalia"
"837" 1008 3.4 "Mammalia"
"838" 1002 3.3 "Mammalia"
"839" 987 3.3 "Mammalia"
"840" 981 3.2 "Mammalia"
"841" 975 2.6 "Mammalia"
"842" 972 2.9 "Mammalia"
"843" 969 3.6 "Mammalia"
"844" 965 3.4 "Mammalia"
"845" 963 3 "Mammalia"
"846" 960 3.8 "Mammalia"
"847" 935 3.4 "Mammalia"
"848" 925 2.8 "Mammalia"
"849" 921 3.5 "Mammalia"
"850" 919 3.3 "Mammalia"
"851" 909 3.7 "Mammalia"
"852" 903 4.2 "Mammalia"
"853" 897 3.8 "Mammalia"
"854" 882 4 "Mammalia"
"855" 879 4.4 "Mammalia"
"856" 877 3.8 "Mammalia"
"857" 874 3.3 "Mammalia"
"858" 861 4.1 "Mammalia"
"859" 851 3.7 "Mammalia"
"860" 848 3.2 "Mammalia"
"861" 845 3.3 "Mammalia"
"862" 843 4 "Mammalia"
"863" 841 3 "Mammalia"
"864" 816 4.1 "Mammalia"
"865" 811 3.1 "Mammalia"
"866" 807 2.5 "Mammalia"
"867" 805 2.9 "Mammalia"
"868" 776 3.4 "Mammalia"
"869" 770 3.4 "Mammalia"
"870" 764 3.7 "Mammalia"
"871" 762 3.9 "Mammalia"
"872" 759 2.9 "Mammalia"
"873" 757 3.7 "Mammalia"
"874" 755 4.1 "Mammalia"
"875" 722 3 "Mammalia"
"876" 718 2.8 "Mammalia"
"877" 709 3 "Mammalia"
"878" 703 2.9 "Mammalia"
"879" 699 3.8 "Mammalia"
"880" 687 3.8 "Mammalia"
"881" 684 4 "Mammalia"
"882" 679 4 "Mammalia"
"883" 676 4.2 "Mammalia"
"884" 674 4.4 "Mammalia"
"885" 672 4.3 "Mammalia"
"886" 670 4.3 "Mammalia"
"887" 666 3.5 "Mammalia"
"888" 661 3.7 "Mammalia"
"889" 649 3.8 "Mammalia"
"890" 645 3.7 "Mammalia"
"891" 638 2.7 "Mammalia"
"892" 633 2.9 "Mammalia"
"893" 620 3.4 "Mammalia"
"894" 618 3.2 "Mammalia"
"895" 612 3.4 "Mammalia"
"896" 608 3.3 "Mammalia"
"897" 601 3.4 "Mammalia"
"898" 599 3.1 "Mammalia"
"899" 596 3.5 "Mammalia"
"900" 581 3.7 "Mammalia"
"901" 577 2.8 "Mammalia"
"902" 571 3.6 "Mammalia"
"903" 565 3.2 "Mammalia"
"904" 550 2.9 "Mammalia"
"905" 548 3.2 "Mammalia"
"906" 540 3.3 "Mammalia"
"907" 528 3.4 "Mammalia"
"908" 524 3 "Mammalia"
"909" 522 2.6 "Mammalia"
"910" 513 3.6 "Mammalia"
"911" 498 2.9 "Mammalia"
"912" 496 3.1 "Mammalia"
"913" 492 3.6 "Mammalia"
"914" 490 3.9 "Mammalia"
"915" 481 3.7 "Mammalia"
"916" 468 2.7 "Mammalia"
"917" 466 2.5 "Mammalia"
"918" 462 3.9 "Mammalia"
"919" 453 3.7 "Mammalia"
"920" 438 3.5 "Mammalia"
"921" 436 4.4 "Mammalia"
"922" 432 3.7 "Mammalia"
"923" 430 4.3 "Mammalia"
"924" 422 4.7 "Mammalia"
"925" 407 4.4 "Mammalia"
"926" 398 4.3 "Mammalia"
"927" 389 5.2 "Mammalia"
"928" 386 5 "Mammalia"
"929" 384 6.5 "Mammalia"
"930" 373 6.3 "Mammalia"
"931" 352 4.3 "Mammalia"
"932" 334 3.5 "Mammalia"
"933" 331 4 "Mammalia"
"934" 321 3.8 "Mammalia"
"935" 316 3 "Mammalia"
"936" 310 4 "Mammalia"
"937" 301 3.1 "Mammalia"
"938" 296 3.6 "Mammalia"
"939" 294 3.6 "Mammalia"
"940" 287 3 "Mammalia"
"941" 283 3.3 "Mammalia"
"942" 281 3 "Mammalia"
"943" 275 3.8 "Mammalia"
"944" 273 4.1 "Mammalia"
"945" 267 3.4 "Mammalia"
"946" 259 3.1 "Mammalia"
"947" 239 3.4 "Mammalia"
"948" 218 3.4 "Mammalia"
"949" 216 3.4 "Mammalia"
"950" 207 3.5 "Mammalia"
"951" 204 3.8 "Mammalia"
"952" 199 3.4 "Mammalia"
"953" 183 2.7 "Mammalia"
"954" 176 3.6 "Mammalia"
"955" 171 3.2 "Mammalia"
"956" 162 3 "Mammalia"
"957" 159 3.8 "Mammalia"
"958" 149 3.4 "Mammalia"
"959" 145 3.3 "Mammalia"
"960" 136 3.6 "Mammalia"
"961" 134 3.2 "Mammalia"
"962" 130 4 "Mammalia"
"963" 124 3.4 "Mammalia"
"964" 120 3.2 "Mammalia"
"965" 115 2.8 "Mammalia"
"966" 108 3.1 "Mammalia"
"967" 99 3.4 "Mammalia"
"968" 95 3.8 "Mammalia"
"969" 87 4 "Mammalia"
"970" 74 3.3 "Mammalia"
"971" 71 3 "Mammalia"
"972" 61 3.4 "Mammalia"
"973" 57 3.4 "Mammalia"
"974" 54 3.6 "Mammalia"
"975" 49 3.7 "Mammalia"
"976" 40 3.2 "Mammalia"
"977" 26 3.5 "Mammalia"
"978" 24 3.2 "Mammalia"
"979" 19 3 "Mammalia"
"980" 15 3.3 "Mammalia"
"981" 13 3.3 "Mammalia"
"982" 7 3.8 "Mammalia"
"983" 4 3.4 "Mammalia"
"984" -5 3.3 "Mammalia"
"985" -7 3 "Mammalia"
"986" -10 4.4 "Mammalia"
"987" -12 4 "Mammalia"
"988" -15 3.4 "Mammalia"
"989" -32 3.9 "Mammalia"
"990" -35 3 "Mammalia"
"991" -38 4.2 "Mammalia"
"992" -40 3.6 "Mammalia"
"993" -44 4 "Mammalia"
"994" -48 4.5 "Mammalia"
"995" -69 4 "Mammalia"
"996" -74 4.4 "Mammalia"
"997" -77 4.3 "Mammalia"
"998" -81 4.6 "Mammalia"
"999" -94 4.7 "Mammalia"
"1000" -96 4.2 "Mammalia"
"1001" -99 4.3 "Mammalia"
"1002" -110 3.7 "Mammalia"
"1003" -116 3.7 "Mammalia"
"1004" -119 3.5 "Mammalia"
"1005" -161 3.5 "Mammalia"
"1006" -177 3.5 "Mammalia"
"1007" -183 2.9 "Mammalia"
"1008" -217 3.4 "Mammalia"
"1009" -224 3.4 "Mammalia"
"1010" -243 3.5 "Mammalia"
"1011" -256 3.4 "Mammalia"
"1012" -258 4.5 "Mammalia"
"1013" -260 4.4 "Mammalia"
"1014" -263 3.1 "Mammalia"
"1015" -272 2.8 "Mammalia"
"1016" -274 2.6 "Mammalia"
"1017" -281 4 "Mammalia"
"1018" -295 4.1 "Mammalia"
"1019" -300 4.5 "Mammalia"
"1020" -306 4.5 "Mammalia"
"1021" -326 4.7 "Mammalia"
"1022" -335 4.5 "Mammalia"
"1023" -342 4.8 "Mammalia"
"1024" -358 4.5 "Mammalia"
"1025" -360 3.9 "Mammalia"
"1026" -398 4.4 "Mammalia"
"1027" -427 4 "Mammalia"
"1028" -453 3.6 "Mammalia"
"1029" -513 3.5 "Mammalia"
"1030" -656 3 "Mammalia"
"1031" -671 3.2 "Mammalia"
"1032" -708 3.2 "Mammalia"
"1033" -731 3 "Mammalia"
"1034" -759 3.3 "Mammalia"
"1035" -841 3.1 "Mammalia"
"1036" -866 3.2 "Mammalia"
"1037" -890 3.3 "Mammalia"
"1038" -895 3.4 "Mammalia"
"1039" -934 2.9 "Mammalia"
"1040" -938 3.2 "Mammalia"
"1041" -956 3.4 "Mammalia"
"1042" -997 3.7 "Mammalia"
"1043" -1048 3 "Mammalia"
"1044" -1053 3.6 "Mammalia"
"1045" -1143 3.5 "Mammalia"
"1046" -1158 3.7 "Mammalia"
"1047" -1168 4.1 "Mammalia"
"1048" -1210 3.8 "Mammalia"
"1049" -1220 3.6 "Mammalia"
"1050" -1242 3.4 "Mammalia"
"1051" -1360 3.3 "Mammalia"
"1052" -1375 3.7 "Mammalia"
"1053" -1377 3.5 "Mammalia"
"1054" -1404 3.5 "Mammalia"
"1055" -1478 3.3 "Mammalia"
"1056" -1634 2.8 "Mammalia"
"1057" -1723 2.6 "Mammalia"
"1058" -1753 2.9 "Mammalia"
"1059" -1761 3.3 "Mammalia"
"1060" -1768 3.3 "Mammalia"
"1061" -1778 3.9 "Mammalia"
"1062" -1785 4 "Mammalia"
"1063" -1833 4.3 "Mammalia"
"1064" -1840 4.6 "Mammalia"
"1065" -1892 4.8 "Mammalia"
"1066" -1930 4.9 "Mammalia"
"1067" -2042 4.9 "Mammalia"
"1068" -2047 4.7 "Mammalia"
"1069" -2102 4.7 "Mammalia"
"1070" -2170 4.4 "Mammalia"
"1071" -2190 4 "Mammalia"
"1072" -2259 2.8 "Mammalia"
"1073" -2278 4.2 "Mammalia"
"1074" -2321 4.2 "Mammalia"
"1075" -2375 8.6 "Mammalia"
"1076" -2427 4.4 "Mammalia"
"1077" -2468 3.7 "Mammalia"
"1078" -2473 3 "Mammalia"
"1079" -2538 4.2 "Mammalia"
"1080" -2557 3.4 "Mammalia"
"1081" -2561 4.2 "Mammalia"
"1082" -2570 4 "Mammalia"
"1083" -2581 4.1 "Mammalia"
"1084" -2702 4 "Mammalia"
"1085" -2733 3.2 "Mammalia"
"1086" -2774 3.7 "Mammalia"
"1087" -2870 5.8 "Mammalia"
"1088" -2892 38.1 "Mammalia"
"1089" -2917 43.5 "Mammalia"
"1090" -3021 46 "Mammalia"
"1091" -3034 46.8 "Mammalia"
"1092" -3086 53.3 "Mammalia"
"1093" -3092 63.1 "Mammalia"
"1094" -3184 72 "Mammalia"
"1095" -3306 68.5 "Mammalia"
"1096" -3341 79.4 "Mammalia"
"1097" -3434 94.1 "Mammalia"
"1098" -3511 94.9 "Mammalia"
"1099" -3583 95.3 "Mammalia"
"1100" -3597 95.7 "Mammalia"
"1101" -3601 96.4 "Mammalia"
"1102" -3635 96.6 "Mammalia"
"1103" -3677 96.9 "Mammalia"
"1104" -3729 96.9 "Mammalia"
"1105" -3866 97.1 "Mammalia"
"1106" -3878 96.9 "Mammalia"
"1107" -3911 97.1 "Mammalia"
"1108" -4010 97.6 "Mammalia"
"1109" -4012 97.5 "Mammalia"
"1110" -4056 97.2 "Mammalia"
"1111" -4066 96.9 "Mammalia"
"1112" -4090 96.5 "Mammalia"
"1113" -4098 96.2 "Mammalia"
"1114" -4101 91.1 "Mammalia"
"1115" -4123 89.5 "Mammalia"
"1116" -4202 91.8 "Mammalia"
"1117" -4211 91.5 "Mammalia"
"1118" -4221 96 "Mammalia"
"1119" -4245 94.6 "Mammalia"
"1120" -4263 51.5 "Mammalia"
"1121" -4335 94.2 "Mammalia"
"1122" -4411 95.1 "Mammalia"
"1123" -4441 95.2 "Mammalia"
"1124" -4522 96 "Mammalia"
"1125" -4656 95.9 "Mammalia"
"1126" -4691 96.3 "Mammalia"
"1127" -4796 97.1 "Mammalia"
"1128" -4902 97 "Mammalia"
"1129" -4944 97.2 "Mammalia"
"1130" -4998 97.2 "Mammalia"
"1131" -5015 97 "Mammalia"
"1132" -5059 96.9 "Mammalia"
"1133" -5069 96.7 "Mammalia"
"1134" -5310 96.8 "Mammalia"
"1135" -5317 96.6 "Mammalia"
"1136" -5347 97.1 "Mammalia"
"1137" -5349 96.8 "Mammalia"
"1138" -5393 95.5 "Mammalia"
"1139" -5397 95.9 "Mammalia"
"1140" -5405 95.5 "Mammalia"
"1141" -5409 95.1 "Mammalia"
"1142" -5438 95.4 "Mammalia"
"1143" -5469 95.7 "Mammalia"
"1144" -5490 95.7 "Mammalia"
"1145" -5494 95.1 "Mammalia"
"1146" -5499 96.1 "Mammalia"
"1147" -5527 96.1 "Mammalia"
"1148" -5537 96 "Mammalia"
"1149" -5541 96 "Mammalia"
"1150" -5584 96.3 "Mammalia"
"1151" -5606 96.6 "Mammalia"
"1152" -5638 96.7 "Mammalia"
"1153" -5648 96.5 "Mammalia"
"1154" -5772 92.5 "Mammalia"
"1155" -5787 95.7 "Mammalia"
"1156" -5840 97.1 "Mammalia"
"1157" -5900 96.7 "Mammalia"
"1158" -5905 96.4 "Mammalia"
"1159" -5968 89.3 "Mammalia"
"1160" -5978 86.9 "Mammalia"
"1161" -6020 76.9 "Mammalia"
"1162" -6022 91.2 "Mammalia"
"1163" -6032 95.7 "Mammalia"
"1164" -6066 95.5 "Mammalia"
"1165" -6098 95 "Mammalia"
"1166" -6124 95.5 "Mammalia"
"1167" -6128 95.8 "Mammalia"
"1168" -6171 94.5 "Mammalia"
"1169" -6442 88.2 "Mammalia"
"1170" -6456 94.2 "Mammalia"
"1171" -6695 96.3 "Mammalia"
"1172" -6768 95.9 "Mammalia"
"1173" -6804 96 "Mammalia"
"1174" -6826 95.8 "Mammalia"
"1175" -6843 94.8 "Mammalia"
"1176" -6866 85.2 "Mammalia"
"1177" -6874 93.6 "Mammalia"
"1178" -6898 95.6 "Mammalia"
"1179" -6955 94.4 "Mammalia"
"1180" -6971 93.8 "Mammalia"
"1181" -7118 89.5 "Mammalia"
"1182" -7384 56.5 "Mammalia"
"1183" -7426 8.2 "Mammalia"
"1184" -7438 5.2 "Mammalia"
"1185" -7482 29.6 "Mammalia"
"1186" -7516 17.7 "Mammalia"
"1187" -7527 10.3 "Mammalia"
"1188" -7568 20 "Mammalia"
"1189" -7640 39.2 "Mammalia"
"1190" -7648 35.4 "Mammalia"
"1191" -7654 38 "Mammalia"
"1192" -7678 42.5 "Mammalia"
"1193" -7960 4 "Mammalia"
"1194" -7971 2.7 "Mammalia"
"1195" -8047 2.5 "Mammalia"
"1196" -8256 3.2 "Mammalia"
"1197" -8380 3 "Mammalia"
"1198" -8399 3 "Mammalia"
"1199" -8418 3.1 "Mammalia"
"1200" -8485 5.8 "Mammalia"
"1201" -8573 7.8 "Mammalia"
"1202" -8749 90.9 "Mammalia"
"1203" -8780 90.2 "Mammalia"
"1204" -8789 92.4 "Mammalia"
"1205" -8822 92.2 "Mammalia"
"1206" -8915 92.3 "Mammalia"
"1207" -9014 92.5 "Mammalia"
"1208" -9038 96.8 "Mammalia"
"1209" -9045 97.1 "Mammalia"
"1210" -9100 96.9 "Mammalia"
"1211" -9108 96.5 "Mammalia"
"1212" -9130 96.4 "Mammalia"
"1213" -9199 96.7 "Mammalia"
"1214" -9242 96.8 "Mammalia"
"1215" -9252 96.6 "Mammalia"
"1216" -9270 96.6 "Mammalia"
"1217" -9331 96.8 "Mammalia"
"1218" -9341 96.8 "Mammalia"
"1219" -9365 96.8 "Mammalia"
"1220" -9397 96.6 "Mammalia"
"1221" -9421 96.2 "Mammalia"
"1222" -9427 97 "Mammalia"
"1223" -9429 96.9 "Mammalia"
"1224" -9451 95.2 "Mammalia"
"1225" -9461 96.1 "Mammalia"
"1226" -9598 95.4 "Mammalia"
"1227" -9620 95.3 "Mammalia"
"1228" -9660 94.9 "Mammalia"
"1229" -9683 70 "Mammalia"
"1230" -9690 93.4 "Mammalia"
"1231" -9707 95.1 "Mammalia"
"1232" -9759 94.3 "Mammalia"
"1233" -9764 96.3 "Mammalia"
"1234" -9791 96.4 "Mammalia"
"1235" -9847 96.5 "Mammalia"
"1236" -9855 96.7 "Mammalia"
"1237" -9977 96.6 "Mammalia"
"1238" 9930 61.5 "Amphibia"
"1239" 9689 91.7 "Amphibia"
"1240" 9679 93.2 "Amphibia"
"1241" 9481 58.5 "Amphibia"
"1242" 9304 50.8 "Amphibia"
"1243" 9272 31.3 "Amphibia"
"1244" 9240 27.7 "Amphibia"
"1245" 9177 31.6 "Amphibia"
"1246" 9145 30.3 "Amphibia"
"1247" 9018 20.5 "Amphibia"
"1248" 8986 27.2 "Amphibia"
"1249" 8922 47.5 "Amphibia"
"1250" 8890 56.4 "Amphibia"
"1251" 8827 55.5 "Amphibia"
"1252" 8763 55.7 "Amphibia"
"1253" 8732 63.2 "Amphibia"
"1254" 8667 72 "Amphibia"
"1255" 8635 79.5 "Amphibia"
"1256" 8603 80.6 "Amphibia"
"1257" 8571 80.3 "Amphibia"
"1258" 8539 80.1 "Amphibia"
"1259" 8507 75.3 "Amphibia"
"1260" 8316 68.7 "Amphibia"
"1261" 8284 74.6 "Amphibia"
"1262" 8220 62.9 "Amphibia"
"1263" 8188 59 "Amphibia"
"1264" 8124 62.2 "Amphibia"
"1265" 8092 56.4 "Amphibia"
"1266" 7933 60.9 "Amphibia"
"1267" 7901 62.7 "Amphibia"
"1268" 7869 60.7 "Amphibia"
"1269" 7836 61.4 "Amphibia"
"1270" 7772 68.3 "Amphibia"
"1271" 7753 94.4 "Amphibia"
"1272" 7592 93.6 "Amphibia"
"1273" 7579 92.7 "Amphibia"
"1274" 7557 90.6 "Amphibia"
"1275" 7552 88.5 "Amphibia"
"1276" 7423 27.7 "Amphibia"
"1277" 7411 7.6 "Amphibia"
"1278" 7299 11.4 "Amphibia"
"1279" 7288 19.3 "Amphibia"
"1280" 7283 35.2 "Amphibia"
"1281" 7269 23.9 "Amphibia"
"1282" 7249 26.6 "Amphibia"
"1283" 7205 25.9 "Amphibia"
"1284" 7196 21.4 "Amphibia"
"1285" 7191 32.9 "Amphibia"
"1286" 7152 61 "Amphibia"
"1287" 7141 82.9 "Amphibia"
"1288" 7123 91.8 "Amphibia"
"1289" 7050 92.8 "Amphibia"
"1290" 7009 93.5 "Amphibia"
"1291" 6944 93.5 "Amphibia"
"1292" 6884 94.3 "Amphibia"
"1293" 6877 95.5 "Amphibia"
"1294" 6834 94.5 "Amphibia"
"1295" 6812 94.3 "Amphibia"
"1296" 6787 93.8 "Amphibia"
"1297" 6751 93.3 "Amphibia"
"1298" 6748 94.6 "Amphibia"
"1299" 6732 93.4 "Amphibia"
"1300" 6698 85.7 "Amphibia"
"1301" 6695 82.9 "Amphibia"
"1302" 6658 73.1 "Amphibia"
"1303" 6630 69.4 "Amphibia"
"1304" 6595 92.5 "Amphibia"
"1305" 6487 95.5 "Amphibia"
"1306" 6484 95.3 "Amphibia"
"1307" 6452 95.4 "Amphibia"
"1308" 6319 93.8 "Amphibia"
"1309" 6263 68.6 "Amphibia"
"1310" 6151 93.9 "Amphibia"
"1311" 6144 93 "Amphibia"
"1312" 5585 6.7 "Amphibia"
"1313" 5427 42.9 "Amphibia"
"1314" 5294 43.2 "Amphibia"
"1315" 5261 41.9 "Amphibia"
"1316" 5259 54.8 "Amphibia"
"1317" 5233 63.8 "Amphibia"
"1318" 5080 56.8 "Amphibia"
"1319" 5038 82.8 "Amphibia"
"1320" 4799 95.9 "Amphibia"
"1321" 4784 96.3 "Amphibia"
"1322" 4781 94 "Amphibia"
"1323" 4711 95.8 "Amphibia"
"1324" 4655 96.3 "Amphibia"
"1325" 4617 96.2 "Amphibia"
"1326" 4551 96.4 "Amphibia"
"1327" 4242 96.1 "Amphibia"
"1328" 4189 92.9 "Amphibia"
"1329" 4156 93.9 "Amphibia"
"1330" 4045 95.8 "Amphibia"
"1331" 4032 92.6 "Amphibia"
"1332" 3939 67.7 "Amphibia"
"1333" 3850 66.4 "Amphibia"
"1334" 3831 81.9 "Amphibia"
"1335" 3819 79.3 "Amphibia"
"1336" 3784 80.6 "Amphibia"
"1337" 3648 90.3 "Amphibia"
"1338" 3640 93 "Amphibia"
"1339" 3620 92.1 "Amphibia"
"1340" 3494 93.1 "Amphibia"
"1341" 3484 92 "Amphibia"
"1342" 3421 92.4 "Amphibia"
"1343" 3385 92.3 "Amphibia"
"1344" 3351 92.6 "Amphibia"
"1345" 3316 93 "Amphibia"
"1346" 3306 91.1 "Amphibia"
"1347" 3279 90.9 "Amphibia"
"1348" 3270 95 "Amphibia"
"1349" 3219 95.1 "Amphibia"
"1350" 3204 95.3 "Amphibia"
"1351" 3178 95.7 "Amphibia"
"1352" 3174 95.8 "Amphibia"
"1353" 3132 91.4 "Amphibia"
"1354" 3107 94 "Amphibia"
"1355" 3097 95.1 "Amphibia"
"1356" 3079 87.9 "Amphibia"
"1357" 3003 66.3 "Amphibia"
"1358" 2997 67.6 "Amphibia"
"1359" 2989 27.7 "Amphibia"
"1360" 2979 71.3 "Amphibia"
"1361" 2949 69.6 "Amphibia"
"1362" 2940 55.5 "Amphibia"
"1363" 2867 92.2 "Amphibia"
"1364" 2841 95.1 "Amphibia"
"1365" 2716 95.8 "Amphibia"
"1366" 2704 95.5 "Amphibia"
"1367" 2473 60.4 "Amphibia"
"1368" 2416 72.1 "Amphibia"
"1369" 2365 45.6 "Amphibia"
"1370" 2205 83.6 "Amphibia"
"1371" 2148 91.6 "Amphibia"
"1372" 2086 89.5 "Amphibia"
"1373" 2076 91.6 "Amphibia"
"1374" 2052 95.1 "Amphibia"
"1375" 1999 96.9 "Amphibia"
"1376" 1895 96.4 "Amphibia"
"1377" 1846 95.9 "Amphibia"
"1378" 1825 93 "Amphibia"
"1379" 1781 71.6 "Amphibia"
"1380" 1779 94.7 "Amphibia"
"1381" 1769 81.1 "Amphibia"
"1382" 1767 89.9 "Amphibia"
"1383" 1757 65.2 "Amphibia"
"1384" 1752 78.4 "Amphibia"
"1385" 1742 90.9 "Amphibia"
"1386" 1722 89.4 "Amphibia"
"1387" 1670 86.5 "Amphibia"
"1388" 1654 83.8 "Amphibia"
"1389" 1651 84.4 "Amphibia"
"1390" 1644 83.7 "Amphibia"
"1391" 1639 65.2 "Amphibia"
"1392" 1625 58.6 "Amphibia"
"1393" 1608 55.1 "Amphibia"
"1394" 1600 51.2 "Amphibia"
"1395" 1583 46.5 "Amphibia"
"1396" 1555 45.3 "Amphibia"
"1397" 1516 43.1 "Amphibia"
"1398" 1502 50 "Amphibia"
"1399" 1499 60.1 "Amphibia"
"1400" 1494 59.7 "Amphibia"
"1401" 1440 61.5 "Amphibia"
"1402" 1161 63.2 "Amphibia"
"1403" 1158 64.1 "Amphibia"
"1404" 1107 61.9 "Amphibia"
"1405" 953 46.5 "Amphibia"
"1406" 914 40.8 "Amphibia"
"1407" 875 36.7 "Amphibia"
"1408" 836 31 "Amphibia"
"1409" 797 11.5 "Amphibia"
"1410" 758 4.9 "Amphibia"
"1411" 719 3.5 "Amphibia"
"1412" 669 3.4 "Amphibia"
"1413" 637 3.6 "Amphibia"
"1414" 630 3.7 "Amphibia"
"1415" 615 3.9 "Amphibia"
"1416" 610 3.8 "Amphibia"
"1417" 594 4 "Amphibia"
"1418" 570 3.9 "Amphibia"
"1419" 564 3.8 "Amphibia"
"1420" 558 4.1 "Amphibia"
"1421" 552 3.8 "Amphibia"
"1422" 543 3.6 "Amphibia"
"1423" 537 3.7 "Amphibia"
"1424" 498 4 "Amphibia"
"1425" 486 4.2 "Amphibia"
"1426" 484 3.8 "Amphibia"
"1427" 479 4.4 "Amphibia"
"1428" 465 4.6 "Amphibia"
"1429" 447 4.1 "Amphibia"
"1430" 377 4 "Amphibia"
"1431" 374 4.1 "Amphibia"
"1432" 367 3.9 "Amphibia"
"1433" 360 4 "Amphibia"
"1434" 345 4 "Amphibia"
"1435" 338 3.8 "Amphibia"
"1436" 335 4.2 "Amphibia"
"1437" 332 4.2 "Amphibia"
"1438" 319 4.1 "Amphibia"
"1439" 314 4.2 "Amphibia"
"1440" 311 4.3 "Amphibia"
"1441" 291 3.7 "Amphibia"
"1442" 288 3.7 "Amphibia"
"1443" 279 4 "Amphibia"
"1444" 277 3.7 "Amphibia"
"1445" 268 3.9 "Amphibia"
"1446" 244 3.4 "Amphibia"
"1447" 242 3.5 "Amphibia"
"1448" 233 4.1 "Amphibia"
"1449" 229 3.7 "Amphibia"
"1450" 227 3.8 "Amphibia"
"1451" 205 4.6 "Amphibia"
"1452" 200 4.4 "Amphibia"
"1453" 182 4.4 "Amphibia"
"1454" 157 4.3 "Amphibia"
"1455" 150 4.6 "Amphibia"
"1456" 148 3.9 "Amphibia"
"1457" 145 4.5 "Amphibia"
"1458" 142 4.6 "Amphibia"
"1459" 123 4.3 "Amphibia"
"1460" 116 4.4 "Amphibia"
"1461" 94 4.4 "Amphibia"
"1462" 90 4.3 "Amphibia"
"1463" 79 4.3 "Amphibia"
"1464" 76 4.1 "Amphibia"
"1465" 67 4 "Amphibia"
"1466" 61 3.9 "Amphibia"
"1467" 46 3.9 "Amphibia"
"1468" 44 3.4 "Amphibia"
"1469" 36 4.2 "Amphibia"
"1470" 32 4.1 "Amphibia"
"1471" 4 3.5 "Amphibia"
"1472" -1 3.9 "Amphibia"
"1473" -23 4 "Amphibia"
"1474" -27 4.2 "Amphibia"
"1475" -30 4.6 "Amphibia"
"1476" -64 4.4 "Amphibia"
"1477" -86 4.6 "Amphibia"
"1478" -106 4.5 "Amphibia"
"1479" -108 3.9 "Amphibia"
"1480" -111 4.6 "Amphibia"
"1481" -113 4.4 "Amphibia"
"1482" -126 4.1 "Amphibia"
"1483" -146 4.2 "Amphibia"
"1484" -153 3.8 "Amphibia"
"1485" -164 4.1 "Amphibia"
"1486" -169 4.4 "Amphibia"
"1487" -173 4.6 "Amphibia"
"1488" -179 4.8 "Amphibia"
"1489" -188 4.8 "Amphibia"
