"spcdist" "p_value"
"1268" -8733 0.983
"1269" -8732 0.973
"1270" -8731 0.992
"1271" -8730 0.987
"1272" -8729 0.992
"1273" -8728 0.951
"1274" -8727 0.821
"1275" -8726 0.964
"1276" -8725 0.985
"1277" -8724 0.995
"1278" -8723 0.999
"1279" -8722 1
"1280" -8721 0.973
"1281" -8720 0.978
"1282" -8719 0.995
"1283" -8718 0.998
"1284" -8717 0.975
"1285" -8716 0.899
"1286" -8715 1
"1287" -8714 0.999
"1288" -8713 0.94
"1289" -8712 1
"1290" -8711 0.97
"1291" -8710 0.678
"1292" -8709 1
"1293" -8708 0.996
"1294" -8707 0.927
"1295" -8706 0.999
"1296" -8705 0.996
"1297" -8704 0.8
"1298" -8703 0.989
"1299" -8702 0.935
"1300" -8701 1
"1301" -8700 0.869
"1302" -8699 0.999
"1303" -8698 0.925
"1304" -8697 0.992
"1305" -8696 0.819
"1306" -8695 1
"1307" -8694 0.961
"1308" -8693 0.989
"1309" -8692 0.998
"1310" -8691 0.99
"1311" -8690 0.958
"1312" -8689 0.979
"1313" -8688 0.938
"1314" -8687 1
"1315" -8686 0.894
"1316" -8685 0.992
"1317" -8684 0.999
"1318" -8683 1
"1319" -8682 0.99
"1320" -8681 0.987
"1321" -8680 0.969
"1322" -8679 0.943
"1323" -8678 0.996
"1324" -8677 0.954
"1325" -8676 0.681
"1326" -8675 0.992
"1327" -8674 1
"1328" -8673 0.993
"1329" -8672 0.961
"1330" -8671 1
"1331" -8670 0.996
"1332" -8669 0.96
"1333" -8668 0.804
"1334" -8667 0.884
"1335" -8666 0.961
"1336" -8665 1
"1337" -8664 0.948
"1338" -8663 1
"1339" -8662 0.987
"1340" -8661 1
"1341" -8660 0.995
"1342" -8659 1
"1343" -8658 1
"1344" -8657 0.875
"1345" -8656 0.935
"1346" -8655 0.86
"1347" -8654 0.962
"1348" -8653 1
"1349" -8652 0.992
"1350" -8651 0.997
"1351" -8650 0.995
"1352" -8649 0.996
"1353" -8648 0.765
"1354" -8647 0.928
"1355" -8646 0.987
"1356" -8645 0.998
"1357" -8644 0.848
"1358" -8643 0.796
"1359" -8642 0.988
"1360" -8641 0.988
"1361" -8640 0.988
"1362" -8639 0.978
"1363" -8638 0.957
"1364" -8637 0.95
"1365" -8636 0.999
"1366" -8635 0.974
"1367" -8634 0.906
"1368" -8633 0.609
"1369" -8632 0.971
"1370" -8631 0.987
"1371" -8630 0.98
"1372" -8629 0.973
"1373" -8628 0.82
"1374" -8627 0.979
"1375" -8626 0.9
"1376" -8625 0.999
"1377" -8624 0.63
"1378" -8623 0.929
"1379" -8622 0.768
"1380" -8621 0.992
"1381" -8620 0.837
"1382" -8619 0.879
"1383" -8618 0.965
"1384" -8617 0.803
"1385" -8616 1
"1386" -8615 0.975
"1387" -8614 0.827
"1388" -8613 0.997
"1389" -8612 0.931
"1390" -8611 0.999
"1391" -8610 1
"1392" -8609 1
"1393" -8608 1
"1394" -8607 0.97
"1395" -8606 0.992
"1396" -8605 0.995
"1397" -8604 0.945
"1398" -8603 0.989
"1399" -8602 0.993
"1400" -8601 0.823
"1401" -8600 0.918
"1402" -8599 0.875
"1403" -8598 1
"1404" -8597 0.998
"1405" -8596 0.991
"1406" -8595 0.708
"1407" -8594 0.996
"1408" -8593 0.988
"1409" -8592 0.948
"1410" -8591 0.821
"1411" -8590 0.941
"1412" -8589 0.998
"1413" -8588 0.802
"1414" -8587 0.991
"1415" -8586 0.984
"1416" -8585 0.912
"1417" -8584 0.998
"1418" -8583 0.946
"1419" -8582 0.977
"1420" -8581 1
"1421" -8580 0.834
"1422" -8579 0.962
"1423" -8578 0.993
"1424" -8577 0.754
"1425" -8576 0.925
"1426" -8575 0.703
"1427" -8574 0.614
"1428" -8573 1
"1429" -8572 0.776
"1430" -8571 0.987
"1431" -8570 0.955
"1432" -8569 1
"1433" -8568 1
"1434" -8567 0.92
"1435" -8566 0.984
"1436" -8565 0.869
"1437" -8564 0.799
"1438" -8563 0.983
"1439" -8562 0.952
"1440" -8561 0.996
"1441" -8560 0.961
"1442" -8559 1
"1443" -8558 1
"1444" -8557 0.992
"1445" -8556 0.956
"1446" -8555 0.98
"1447" -8554 0.832
"1448" -8553 1
"1449" -8552 0.989
"1450" -8551 0.995
"1451" -8550 0.993
"1452" -8549 0.995
"1453" -8548 1
"1454" -8547 1
"1455" -8546 0.74
"1456" -8545 0.989
"1457" -8544 0.952
"1458" -8543 0.997
"1459" -8542 0.988
"1460" -8541 0.987
"1461" -8540 0.655
"1462" -8539 0.98
"1463" -8538 0.994
"1464" -8537 0.964
"1465" -8536 1
"1466" -8535 0.998
"1467" -8534 0.999
"1468" -8533 0.941
"1469" -8532 0.968
"1470" -8531 0.997
"1471" -8530 0.746
"1472" -8529 0.995
"1473" -8528 0.938
"1474" -8527 0.997
"1475" -8526 0.346
"1476" -8525 0.939
"1477" -8524 0.918
"1478" -8523 1
"1479" -8522 1
"1480" -8521 0.994
"1481" -8520 1
"1482" -8519 1
"1483" -8518 1
"1484" -8517 0.865
"1485" -8516 1
"1486" -8515 0.998
"1487" -8514 0.958
"1488" -8513 0.974
"1489" -8512 0.718
"1490" -8511 0.842
"1491" -8510 0.971
"1492" -8509 0.998
"1493" -8508 0.999
"1494" -8507 0.749
"1495" -8506 0.842
"1496" -8505 0.999
"1497" -8504 0.971
"1498" -8503 0.955
"1499" -8502 0.999
"1500" -8501 0.955
"1501" -8500 0.996
"1502" -8499 0.783
"1503" -8498 0.903
"1504" -8497 1
"1505" -8496 1
"1506" -8495 0.98
"1507" -8494 0.962
"1508" -8493 0.941
"1509" -8492 0.926
"1510" -8491 0.902
"1511" -8490 1
"1512" -8489 0.732
"1513" -8488 0.953
"1514" -8487 0.964
"1515" -8486 0.999
"1516" -8485 0.95
"1517" -8484 0.986
"1518" -8483 0.973
"1519" -8482 0.999
"1520" -8481 0.995
"1521" -8480 0.86
"1522" -8479 0.998
"1523" -8478 0.99
"1524" -8477 0.998
"1525" -8476 0.865
"1526" -8475 0.925
"1527" -8474 1
"1528" -8473 0.952
"1529" -8472 0.992
"1530" -8471 0.865
"1531" -8470 0.992
"1532" -8469 0.962
"1533" -8468 1
"1534" -8467 0.988
"1535" -8466 0.775
"1536" -8465 0.968
"1537" -8464 0.999
"1538" -8463 0.957
"1539" -8462 0.962
"1540" -8461 0.985
"1541" -8460 0.931
"1542" -8459 0.991
"1543" -8458 0.964
"1544" -8457 1
"1545" -8456 0.998
"1546" -8455 0.955
"1547" -8454 0.984
"1548" -8453 0.928
"1549" -8452 0.971
"1550" -8451 0.989
"1551" -8450 0.953
"1552" -8449 0.998
"1553" -8448 1
"1554" -8447 0.968
"1555" -8446 1
"1556" -8445 0.837
"1557" -8444 0.996
"1558" -8443 0.996
"1559" -8442 0.85
"1560" -8441 0.998
"1561" -8440 1
"1562" -8439 0.552
"1563" -8438 0.812
"1564" -8437 0.979
"1565" -8436 0.68
"1566" -8435 0.999
"1567" -8434 0.971
"1568" -8433 0.826
"1569" -8432 0.983
"1570" -8431 0.999
"1571" -8430 0.989
"1572" -8429 0.944
"1573" -8428 0.765
"1574" -8427 0.902
"1575" -8426 0.999
"1576" -8425 0.992
"1577" -8424 0.963
"1578" -8423 0.882
"1579" -8422 0.975
"1580" -8421 0.847
"1581" -8420 0.537
"1582" -8419 0.946
"1583" -8418 0.783
"1584" -8417 1
"1585" -8416 0.846
"1586" -8415 0.979
"1587" -8414 0.999
"1588" -8413 0.985
"1589" -8412 0.901
"1590" -8411 1
"1591" -8410 0.987
"1592" -8409 0.975
"1593" -8408 0.999
"1594" -8407 0.945
"1595" -8406 0.946
"1596" -8405 0.766
"1597" -8404 0.996
"1598" -8403 0.994
"1599" -8402 0.93
"1600" -8401 0.949
"1601" -8400 0.95
"1602" -8399 1
"1603" -8398 1
"1604" -8397 0.899
"1605" -8396 0.994
"1606" -8395 0.998
"1607" -8394 0.942
"1608" -8393 0.993
"1609" -8392 0.997
"1610" -8391 0.437
"1611" -8390 0.987
"1612" -8389 0.902
"1613" -8388 0.619
"1614" -8387 0.986
"1615" -8386 0.972
"1616" -8385 0.891
"1617" -8384 1
"1618" -8383 0.869
"1619" -8382 0.997
"1620" -8381 0.987
"1621" -8380 0.914
"1622" -8379 0.975
"1623" -8378 0.914
"1624" -8377 0.819
"1625" -8376 1
"1626" -8375 0.95
"1627" -8374 0.963
"1628" -8373 0.999
"1629" -8372 0.994
"1630" -8371 0.998
"1631" -8370 0.983
"1632" -8369 0.991
"1633" -8368 0.965
"1634" -8367 0.88
"1635" -8366 1
"1636" -8365 1
"1637" -8364 1
"1638" -8363 0.965
"1639" -8362 0.985
"1640" -8361 0.926
"1641" -8360 0.946
"1642" -8359 1
"1643" -8358 0.998
"1644" -8357 0.939
"1645" -8356 0.973
"1646" -8355 0.998
"1647" -8354 0.972
"1648" -8353 0.997
"1649" -8352 0.998
"1650" -8351 0.87
"1651" -8350 0.999
"1652" -8349 0.98
"1653" -8348 0.847
"1654" -8347 0.997
"1655" -8346 0.916
"1656" -8345 0.983
"1657" -8344 0.993
"1658" -8343 0.985
"1659" -8342 1
"1660" -8341 0.98
"1661" -8340 0.945
"1662" -8339 0.972
"1663" -8338 0.802
"1664" -8337 0.985
"1665" -8336 0.943
"1666" -8335 0.98
"1667" -8334 0.936
"1668" -8333 0.979
"1669" -8332 0.993
"1670" -8331 0.976
"1671" -8330 0.99
"1672" -8329 0.998
"1673" -8328 1
"1674" -8327 1
"1675" -8326 0.999
"1676" -8325 0.983
"1677" -8324 0.992
"1678" -8323 0.999
"1679" -8322 0.829
"1680" -8321 0.975
"1681" -8320 1
"1682" -8319 0.913
"1683" -8318 0.913
"1684" -8317 0.972
"1685" -8316 0.958
"1686" -8315 0.948
"1687" -8314 0.972
"1688" -8313 0.972
"1689" -8312 0.974
"1690" -8311 0.997
"1691" -8310 1
"1692" -8309 1
"1693" -8308 0.999
"1694" -8307 0.955
"1695" -8306 1
"1696" -8305 0.979
"1697" -8304 0.999
"1698" -8303 1
"1699" -8302 0.832
"1700" -8301 0.99
"1701" -8300 0.985
"1702" -8299 0.965
"1703" -8298 0.824
"1704" -8297 0.977
"1705" -8296 0.999
"1706" -8295 0.997
"1707" -8294 0.999
"1708" -8293 0.994
"1709" -8292 0.976
"1710" -8291 1
"1711" -8290 0.807
"1712" -8289 1
"1713" -8288 0.997
"1714" -8287 0.716
"1715" -8286 0.894
"1716" -8285 0.979
"1717" -8284 0.76
"1718" -8283 0.974
"1719" -8282 1
"1720" -8281 0.933
"1721" -8280 0.849
"1722" -8279 0.992
"1723" -8278 1
"1724" -8277 0.982
"1725" -8276 0.939
"1726" -8275 0.994
"1727" -8274 0.929
"1728" -8273 0.745
"1729" -8272 0.972
"1730" -8271 0.956
"1731" -8270 0.997
"1732" -8269 0.999
"1733" -8268 0.993
"1734" -8267 0.953
"1735" -8266 0.957
"1736" -8265 0.986
"1737" -8264 0.951
"1738" -8263 0.627
"1739" -8262 0.962
"1740" -8261 0.968
"1741" -8260 0.968
"1742" -8259 0.935
"1743" -8258 0.964
"1744" -8257 0.976
"1745" -8256 0.983
"1746" -8255 0.993
"1747" -8254 0.978
"1748" -8253 0.719
"1749" -8252 1
"1750" -8251 0.981
"1751" -8250 0.857
"1752" -8249 0.985
"1753" -8248 0.999
"1754" -8247 0.952
"1755" -8246 0.998
"1756" -8245 0.993
"1757" -8244 0.972
"1758" -8243 0.996
"1759" -8242 0.92
"1760" -8241 0.98
"1761" -8240 0.963
"1762" -8239 0.863
"1763" -8238 0.985
"1764" -8237 0.995
"1765" -8236 0.91
"1766" -8235 0.95
"1767" -8234 0.999
"1768" -8233 0.914
"1769" -8232 0.979
"1770" -8231 0.782
"1771" -8230 0.997
"1772" -8229 0.983
"1773" -8228 0.979
"1774" -8227 0.999
"1775" -8226 0.989
"1776" -8225 0.724
"1777" -8224 0.971
"1778" -8223 0.971
"1779" -8222 1
"1780" -8221 0.971
"1781" -8220 0.891
"1782" -8219 0.994
"1783" -8218 0.945
"1784" -8217 0.962
"1785" -8216 0.891
"1786" -8215 0.876
"1787" -8214 0.79
"1788" -8213 0.964
"1789" -8212 0.939
"1790" -8211 0.965
"1791" -8210 0.991
"1792" -8209 0.992
"1793" -8208 1
"1794" -8207 0.96
"1795" -8206 0.993
"1796" -8205 0.983
"1797" -8204 0.934
"1798" -8203 0.991
"1799" -8202 0.951
"1800" -8201 0.992
"1801" -8200 0.998
"1802" -8199 0.988
"1803" -8198 0.934
"1804" -8197 0.943
"1805" -8196 0.693
"1806" -8195 0.985
"1807" -8194 0.93
"1808" -8193 0.998
"1809" -8192 1
"1810" -8191 1
"1811" -8190 1
"1812" -8189 0.979
"1813" -8188 1
"1814" -8187 1
"1815" -8186 0.989
"1816" -8185 0.986
"1817" -8184 0.985
"1818" -8183 0.99
"1819" -8182 0.994
"1820" -8181 0.999
"1821" -8180 0.99
"1822" -8179 0.994
"1823" -8178 0.972
"1824" -8177 0.96
"1825" -8176 0.856
"1826" -8175 1
"1827" -8174 0.959
"1828" -8173 1
"1829" -8172 0.992
"1830" -8171 0.999
"1831" -8170 0.997
"1832" -8169 0.922
"1833" -8168 0.992
"1834" -8167 0.993
"1835" -8166 0.951
"1836" -8165 0.998
"1837" -8164 0.999
"1838" -8163 0.967
"1839" -8162 0.997
"1840" -8161 0.987
"1841" -8160 0.963
"1842" -8159 0.852
"1843" -8158 0.995
"1844" -8157 0.978
"1845" -8156 0.741
"1846" -8155 0.99
"1847" -8154 0.995
"1848" -8153 0.979
"1849" -8152 0.539
"1850" -8151 0.965
"1851" -8150 0.962
"1852" -8149 0.999
"1853" -8148 0.774
"1854" -8147 0.994
"1855" -8146 0.66
"1856" -8145 0.964
"1857" -8144 0.993
"1858" -8143 0.817
"1859" -8142 0.997
"1860" -8141 0.999
"1861" -8140 0.993
"1862" -8139 0.996
"1863" -8138 0.317
"1864" -8137 0.954
"1865" -8136 0.839
"1866" -8135 0.999
"1867" -8134 0.986
"1868" -8133 0.958
"1869" -8132 0.998
"1870" -8131 0.953
"1871" -8130 0.985
"1872" -8129 0.974
"1873" -8128 0.971
"1874" -8127 0.997
"1875" -8126 0.993
"1876" -8125 0.999
"1877" -8124 0.992
"1878" -8123 1
"1879" -8122 0.998
"1880" -8121 0.959
"1881" -8120 1
"1882" -8119 0.937
"1883" -8118 0.988
"1884" -8117 0.972
"1885" -8116 0.991
"1886" -8115 0.868
"1887" -8114 0.979
"1888" -8113 0.998
"1889" -8112 0.991
"1890" -8111 0.912
"1891" -8110 0.91
"1892" -8109 0.961
"1893" -8108 0.585
"1894" -8107 0.997
"1895" -8106 0.988
"1896" -8105 1
"1897" -8104 0.912
"1898" -8103 0.977
"1899" -8102 0.992
"1900" -8101 0.904
"1901" -8100 0.51
"1902" -8099 0.999
"1903" -8098 1
"1904" -8097 0.999
"1905" -8096 0.999
"1906" -8095 1
"1907" -8094 1
"1908" -8093 0.989
"1909" -8092 0.977
"1910" -8091 0.648
"1911" -8090 0.995
"1912" -8089 0.99
"1913" -8088 0.767
"1914" -8087 0.96
"1915" -8086 0.998
"1916" -8085 0.999
"1917" -8084 0.899
"1918" -8083 0.791
"1919" -8082 0.974
"1920" -8081 0.955
"1921" -8080 1
"1922" -8079 0.781
"1923" -8078 0.975
"1924" -8077 0.965
"1925" -8076 0.942
"1926" -8075 0.995
"1927" -8074 0.639
"1928" -8073 0.978
"1929" -8072 0.8
"1930" -8071 0.996
"1931" -8070 1
"1932" -8069 0.999
"1933" -8068 0.986
"1934" -8067 0.943
"1935" -8066 1
"1936" -8065 0.984
"1937" -8064 0.988
"1938" -8063 0.999
"1939" -8062 0.791
"1940" -8061 0.498
"1941" -8060 0.994
"1942" -8059 0.998
"1943" -8058 0.998
"1944" -8057 0.987
"1945" -8056 0.968
"1946" -8055 0.995
"1947" -8054 0.98
"1948" -8053 1
"1949" -8052 0.992
"1950" -8051 0.536
"1951" -8050 0.985
"1952" -8049 0.996
"1953" -8048 0.984
"1954" -8047 0.879
"1955" -8046 0.942
"1956" -8045 0.865
"1957" -8044 0.948
"1958" -8043 0.989
"1959" -8042 0.929
"1960" -8041 1
"1961" -8040 0.817
"1962" -8039 0.994
"1963" -8038 0.976
"1964" -8037 0.983
"1965" -8036 0.919
"1966" -8035 0.991
"1967" -8034 1
"1968" -8033 0.601
"1969" -8032 0.985
"1970" -8031 0.997
"1971" -8030 0.998
"1972" -8029 0.822
"1973" -8028 0.69
"1974" -8027 1
"1975" -8026 0.993
"1976" -8025 1
"1977" -8024 0.999
"1978" -8023 0.559
"1979" -8022 1
"1980" -8021 0.996
"1981" -8020 0.97
"1982" -8019 0.893
"1983" -8018 0.989
"1984" -8017 0.998
"1985" -8016 0.905
"1986" -8015 0.997
"1987" -8014 1
"1988" -8013 0.999
"1989" -8012 0.988
"1990" -8011 0.985
"1991" -8010 0.997
"1992" -8009 0.909
"1993" -8008 0.919
"1994" -8007 1
"1995" -8006 0.997
"1996" -8005 0.95
"1997" -8004 0.996
"1998" -8003 0.984
"1999" -8002 0.993
"2000" -8001 0.992
"2001" -8000 0.966
"2002" -7999 0.503
"2003" -7998 0.978
"2004" -7997 0.999
"2005" -7996 0.968
"2006" -7995 0.987
"2007" -7994 0.807
"2008" -7993 0.958
"2009" -7992 0.937
"2010" -7991 0.937
"2011" -7990 0.569
"2012" -7989 0.984
"2013" -7988 1
"2014" -7987 0.953
"2015" -7986 0.989
"2016" -7985 0.989
"2017" -7984 0.318
"2018" -7983 0.864
"2019" -7982 0.967
"2020" -7981 0.996
"2021" -7980 0.952
"2022" -7979 0.979
"2023" -7978 0.86
"2024" -7977 1
"2025" -7976 0.841
"2026" -7975 0.955
"2027" -7974 0.934
"2028" -7973 0.999
"2029" -7972 1
"2030" -7971 0.965
"2031" -7970 0.995
"2032" -7969 0.902
"2033" -7968 0.814
"2034" -7967 0.895
"2035" -7966 0.991
"2036" -7965 1
"2037" -7964 0.925
"2038" -7963 0.977
"2039" -7962 0.863
"2040" -7961 1
"2041" -7960 0.922
"2042" -7959 0.992
"2043" -7958 0.998
"2044" -7957 0.904
"2045" -7956 0.995
"2046" -7955 0.997
"2047" -7954 0.982
"2048" -7953 0.502
"2049" -7952 0.909
"2050" -7951 0.844
"2051" -7950 0.933
"2052" -7949 0.943
"2053" -7948 0.987
"2054" -7947 1
"2055" -7946 0.978
"2056" -7945 0.998
"2057" -7944 1
"2058" -7943 0.977
"2059" -7942 0.996
"2060" -7941 0.848
"2061" -7940 0.994
"2062" -7939 1
"2063" -7938 0.967
"2064" -7937 1
"2065" -7936 1
"2066" -7935 1
"2067" -7934 0.745
"2068" -7933 0.994
"2069" -7932 0.437
"2070" -7931 1
"2071" -7930 0.998
"2072" -7929 1
"2073" -7928 0.999
"2074" -7927 0.99
"2075" -7926 0.992
"2076" -7925 0.996
"2077" -7924 0.934
"2078" -7923 0.805
"2079" -7922 0.687
"2080" -7921 0.658
"2081" -7920 0.99
"2082" -7919 0.782
"2083" -7918 0.93
"2084" -7917 0.994
"2085" -7916 0.919
"2086" -7915 0.994
"2087" -7914 0.972
"2088" -7913 0.997
"2089" -7912 0.997
"2090" -7911 0.981
"2091" -7910 0.992
"2092" -7909 0.927
"2093" -7908 0.932
"2094" -7907 0.991
"2095" -7906 0.996
"2096" -7905 0.983
"2097" -7904 0.506
"2098" -7903 0.877
"2099" -7902 0.991
"2100" -7901 0.949
"2101" -7900 0.757
"2102" -7899 0.935
"2103" -7898 0.999
"2104" -7897 0.964
"2105" -7896 0.995
"2106" -7895 0.975
"2107" -7894 0.899
"2108" -7893 0.985
"2109" -7892 0.999
"2110" -7891 0.854
"2111" -7890 1
"2112" -7889 0.932
"2113" -7888 0.998
"2114" -7887 0.86
"2115" -7886 0.984
"2116" -7885 0.916
"2117" -7884 0.931
"2118" -7883 0.995
"2119" -7882 0.995
"2120" -7881 0.999
"2121" -7880 0.991
"2122" -7879 0.971
"2123" -7878 0.997
"2124" -7877 0.994
"2125" -7876 1
"2126" -7875 0.969
"2127" -7874 0.965
"2128" -7873 0.948
"2129" -7872 0.776
"2130" -7871 1
"2131" -7870 1
"2132" -7869 0.8
"2133" -7868 0.946
"2134" -7867 0.983
"2135" -7866 0.969
"2136" -7865 0.854
"2137" -7864 0.962
"2138" -7863 0.934
"2139" -7862 0.993
"2140" -7861 0.962
"2141" -7860 0.999
"2142" -7859 0.916
"2143" -7858 0.994
"2144" -7857 0.922
"2145" -7856 0.986
"2146" -7855 0.973
"2147" -7854 0.969
"2148" -7853 0.999
"2149" -7852 0.984
"2150" -7851 0.999
"2151" -7850 0.995
"2152" -7849 0.999
"2153" -7848 1
"2154" -7847 0.761
"2155" -7846 0.979
"2156" -7845 0.974
"2157" -7844 0.99
"2158" -7843 0.958
"2159" -7842 0.991
"2160" -7841 0.992
"2161" -7840 0.999
"2162" -7839 0.999
"2163" -7838 0.991
"2164" -7837 0.891
"2165" -7836 1
"2166" -7835 0.995
"2167" -7834 0.994
"2168" -7833 0.959
"2169" -7832 0.993
"2170" -7831 0.975
"2171" -7830 0.972
"2172" -7829 0.988
"2173" -7828 1
"2174" -7827 0.994
"2175" -7826 0.967
"2176" -7825 1
"2177" -7824 0.988
"2178" -7823 0.925
"2179" -7822 0.994
"2180" -7821 0.838
"2181" -7820 0.99
"2182" -7819 1
"2183" -7818 0.877
"2184" -7817 0.994
"2185" -7816 0.995
"2186" -7815 0.876
"2187" -7814 0.999
"2188" -7813 0.984
"2189" -7812 0.942
"2190" -7811 0.957
"2191" -7810 0.986
"2192" -7809 0.223
"2193" -7808 0.997
"2194" -7807 0.999
"2195" -7806 0.955
"2196" -7805 0.997
"2197" -7804 0.976
"2198" -7803 0.93
"2199" -7802 0.952
"2200" -7801 0.99
"2201" -7800 0.997
"2202" -7799 1
"2203" -7798 0.935
"2204" -7797 0.893
"2205" -7796 0.722
"2206" -7795 0.98
"2207" -7794 0.975
"2208" -7793 0.996
"2209" -7792 1
"2210" -7791 1
"2211" -7790 1
"2212" -7789 0.961
"2213" -7788 1
"2214" -7787 0.967
"2215" -7786 0.972
"2216" -7785 1
"2217" -7784 0.998
"2218" -7783 1
"2219" -7782 0.995
"2220" -7781 0.974
"2221" -7780 0.996
"2222" -7779 0.999
"2223" -7778 0.998
"2224" -7777 0.611
"2225" -7776 0.975
"2226" -7775 1
"2227" -7774 0.949
"2228" -7773 0.974
"2229" -7772 0.971
"2230" -7771 0.976
"2231" -7770 0.975
"2232" -7769 1
"2233" -7768 0.993
"2234" -7767 0.915
"2235" -7766 0.785
"2236" -7765 0.94
"2237" -7764 0.997
"2238" -7763 0.766
"2239" -7762 0.889
"2240" -7761 0.982
"2241" -7760 0.949
"2242" -7759 0.996
"2243" -7758 1
"2244" -7757 0.999
"2245" -7756 0.868
"2246" -7755 0.982
"2247" -7754 0.918
"2248" -7753 0.945
"2249" -7752 0.988
"2250" -7751 0.996
"2251" -7750 0.987
"2252" -7749 0.806
"2253" -7748 0.986
"2254" -7747 0.994
"2255" -7746 0.929
"2256" -7745 1
"2257" -7744 0.976
"2258" -7743 0.811
"2259" -7742 0.929
"2260" -7741 0.881
"2261" -7740 0.99
"2262" -7739 1
"2263" -7738 0.964
"2264" -7737 0.955
"2265" -7736 0.966
"2266" -7735 0.986
"2267" -7734 0.959
"2268" -7733 0.982
"2269" -7732 0.996
"2270" -7731 0.997
"2271" -7730 0.998
"2272" -7729 1
"2273" -7728 0.913
"2274" -7727 0.958
"2275" -7726 0.991
"2276" -7725 0.912
"2277" -7724 0.994
"2278" -7723 1
"2279" -7722 1
"2280" -7721 0.997
"2281" -7720 0.99
"2282" -7719 0.96
"2283" -7718 0.966
"2284" -7717 0.997
"2285" -7716 0.971
"2286" -7715 0.999
"2287" -7714 0.955
"2288" -7713 0.928
"2289" -7712 0.963
"2290" -7711 0.911
"2291" -7710 0.991
"2292" -7709 0.767
"2293" -7708 0.939
"2294" -7707 0.818
"2295" -7706 0.99
"2296" -7705 0.91
"2297" -7704 0.594
"2298" -7703 0.998
"2299" -7702 1
"2300" -7701 0.974
"2301" -7700 0.965
"2302" -7699 1
"2303" -7698 0.995
"2304" -7697 1
"2305" -7696 0.977
"2306" -7695 0.964
"2307" -7694 0.996
"2308" -7693 1
"2309" -7692 0.991
"2310" -7691 0.926
"2311" -7690 0.995
"2312" -7689 0.998
"2313" -7688 0.955
"2314" -7687 0.978
"2315" -7686 0.98
"2316" -7685 0.817
"2317" -7684 0.843
"2318" -7683 0.495
"2319" -7682 0.893
"2320" -7681 0.985
"2321" -7680 0.897
"2322" -7679 0.967
"2323" -7678 0.987
"2324" -7677 0.979
"2325" -7676 0.851
"2326" -7675 0.742
"2327" -7674 0.972
"2328" -7673 0.997
"2329" -7672 0.951
"2330" -7671 0.982
"2331" -7670 0.996
"2332" -7669 0.966
"2333" -7668 0.98
"2334" -7667 0.967
"2335" -7666 0.973
"2336" -7665 0.989
"2337" -7664 0.979
"2338" -7663 0.959
"2339" -7662 0.802
"2340" -7661 0.962
"2341" -7660 0.962
"2342" -7659 0.999
"2343" -7658 0.982
"2344" -7657 0.997
"2345" -7656 0.979
"2346" -7655 0.987
"2347" -7654 0.96
"2348" -7653 0.952
"2349" -7652 0.983
"2350" -7651 0.979
"2351" -7650 0.963
"2352" -7649 0.997
"2353" -7648 0.889
"2354" -7647 0.999
"2355" -7646 0.966
"2356" -7645 0.704
"2357" -7644 0.998
"2358" -7643 0.896
"2359" -7642 0.982
"2360" -7641 1
"2361" -7640 0.991
"2362" -7639 0.987
"2363" -7638 0.981
"2364" -7637 0.966
