"mp"	"count"	"chromosome"	"dinucleotide"	"id"
3.7	10262	"chr15"	"CpG"	"hg38"
3.7	13820	"chr16"	"CpG"	"hg38"
3.7	18374	"chr17"	"CpG"	"hg38"
3.7	6482	"chr18"	"CpG"	"hg38"
3.7	19186	"chr19"	"CpG"	"hg38"
3.7	22526	"chr2"	"CpG"	"hg38"
3.7	8956	"chr20"	"CpG"	"hg38"
3.7	4196	"chr21"	"CpG"	"hg38"
3.7	7632	"chr22"	"CpG"	"hg38"
3.7	16698	"chr3"	"CpG"	"hg38"
3.7	13494	"chr4"	"CpG"	"hg38"
3.7	15230	"chr5"	"CpG"	"hg38"
3.7	16890	"chr6"	"CpG"	"hg38"
3.7	16278	"chr7"	"CpG"	"hg38"
3.7	13228	"chr8"	"CpG"	"hg38"
3.7	14214	"chr9"	"CpG"	"hg38"
3.7	104	"chrM"	"CpG"	"hg38"
3.7	8502	"chrX"	"CpG"	"hg38"
3.7	796	"chrY"	"CpG"	"hg38"
3.8	27206	"chr1"	"CpG"	"hg38"
3.8	13438	"chr10"	"CpG"	"hg38"
3.8	14966	"chr11"	"CpG"	"hg38"
3.8	13656	"chr12"	"CpG"	"hg38"
3.8	7222	"chr13"	"CpG"	"hg38"
3.8	9306	"chr14"	"CpG"	"hg38"
3.8	9306	"chr15"	"CpG"	"hg38"
3.8	12662	"chr16"	"CpG"	"hg38"
3.8	16572	"chr17"	"CpG"	"hg38"
3.8	5818	"chr18"	"CpG"	"hg38"
3.8	16980	"chr19"	"CpG"	"hg38"
3.8	20432	"chr2"	"CpG"	"hg38"
3.8	8130	"chr20"	"CpG"	"hg38"
3.8	3830	"chr21"	"CpG"	"hg38"
3.8	6744	"chr22"	"CpG"	"hg38"
3.8	15138	"chr3"	"CpG"	"hg38"
3.8	12062	"chr4"	"CpG"	"hg38"
3.8	13902	"chr5"	"CpG"	"hg38"
3.8	15280	"chr6"	"CpG"	"hg38"
3.8	14942	"chr7"	"CpG"	"hg38"
3.8	12262	"chr8"	"CpG"	"hg38"
3.8	12458	"chr9"	"CpG"	"hg38"
3.8	152	"chrM"	"CpG"	"hg38"
3.8	8304	"chrX"	"CpG"	"hg38"
3.8	806	"chrY"	"CpG"	"hg38"
3.9	24192	"chr1"	"CpG"	"hg38"
3.9	11620	"chr10"	"CpG"	"hg38"
3.9	13348	"chr11"	"CpG"	"hg38"
3.9	12378	"chr12"	"CpG"	"hg38"
3.9	6306	"chr13"	"CpG"	"hg38"
3.9	8384	"chr14"	"CpG"	"hg38"
3.9	8260	"chr15"	"CpG"	"hg38"
3.9	11418	"chr16"	"CpG"	"hg38"
3.9	14760	"chr17"	"CpG"	"hg38"
3.9	5290	"chr18"	"CpG"	"hg38"
3.9	15140	"chr19"	"CpG"	"hg38"
3.9	18124	"chr2"	"CpG"	"hg38"
3.9	7246	"chr20"	"CpG"	"hg38"
3.9	3562	"chr21"	"CpG"	"hg38"
3.9	5908	"chr22"	"CpG"	"hg38"
3.9	13460	"chr3"	"CpG"	"hg38"
3.9	11422	"chr4"	"CpG"	"hg38"
3.9	12944	"chr5"	"CpG"	"hg38"
3.9	13888	"chr6"	"CpG"	"hg38"
3.9	13434	"chr7"	"CpG"	"hg38"
3.9	11008	"chr8"	"CpG"	"hg38"
3.9	11216	"chr9"	"CpG"	"hg38"
3.9	214	"chrM"	"CpG"	"hg38"
3.9	7916	"chrX"	"CpG"	"hg38"
3.9	814	"chrY"	"CpG"	"hg38"
4	21142	"chr1"	"CpG"	"hg38"
4	10306	"chr10"	"CpG"	"hg38"
4	11760	"chr11"	"CpG"	"hg38"
4	10732	"chr12"	"CpG"	"hg38"
4	5762	"chr13"	"CpG"	"hg38"
4	7496	"chr14"	"CpG"	"hg38"
4	7190	"chr15"	"CpG"	"hg38"
4	10114	"chr16"	"CpG"	"hg38"
4	13020	"chr17"	"CpG"	"hg38"
4	4860	"chr18"	"CpG"	"hg38"
4	13364	"chr19"	"CpG"	"hg38"
4	16354	"chr2"	"CpG"	"hg38"
4	6620	"chr20"	"CpG"	"hg38"
4	2948	"chr21"	"CpG"	"hg38"
4	5402	"chr22"	"CpG"	"hg38"
4	12240	"chr3"	"CpG"	"hg38"
4	10272	"chr4"	"CpG"	"hg38"
4	11306	"chr5"	"CpG"	"hg38"
4	12116	"chr6"	"CpG"	"hg38"
4	12126	"chr7"	"CpG"	"hg38"
4	9882	"chr8"	"CpG"	"hg38"
4	10124	"chr9"	"CpG"	"hg38"
4	142	"chrM"	"CpG"	"hg38"
4	7150	"chrX"	"CpG"	"hg38"
4	710	"chrY"	"CpG"	"hg38"
4.1	18814	"chr1"	"CpG"	"hg38"
4.1	9332	"chr10"	"CpG"	"hg38"
4.1	10636	"chr11"	"CpG"	"hg38"
4.1	9816	"chr12"	"CpG"	"hg38"
4.1	5068	"chr13"	"CpG"	"hg38"
4.1	6480	"chr14"	"CpG"	"hg38"
4.1	6304	"chr15"	"CpG"	"hg38"
4.1	9272	"chr16"	"CpG"	"hg38"
4.1	11638	"chr17"	"CpG"	"hg38"
4.1	4240	"chr18"	"CpG"	"hg38"
4.1	11906	"chr19"	"CpG"	"hg38"
4.1	14314	"chr2"	"CpG"	"hg38"
4.1	5646	"chr20"	"CpG"	"hg38"
4.1	2890	"chr21"	"CpG"	"hg38"
4.1	4636	"chr22"	"CpG"	"hg38"
4.1	10698	"chr3"	"CpG"	"hg38"
4.1	9202	"chr4"	"CpG"	"hg38"
4.1	10266	"chr5"	"CpG"	"hg38"
4.1	10864	"chr6"	"CpG"	"hg38"
4.1	10574	"chr7"	"CpG"	"hg38"
4.1	8884	"chr8"	"CpG"	"hg38"
4.1	8782	"chr9"	"CpG"	"hg38"
4.1	66	"chrM"	"CpG"	"hg38"
4.1	6826	"chrX"	"CpG"	"hg38"
4.1	712	"chrY"	"CpG"	"hg38"
4.2	16306	"chr1"	"CpG"	"hg38"
4.2	8196	"chr10"	"CpG"	"hg38"
4.2	9132	"chr11"	"CpG"	"hg38"
4.2	8388	"chr12"	"CpG"	"hg38"
4.2	4544	"chr13"	"CpG"	"hg38"
4.2	5806	"chr14"	"CpG"	"hg38"
4.2	5418	"chr15"	"CpG"	"hg38"
4.2	7728	"chr16"	"CpG"	"hg38"
4.2	9958	"chr17"	"CpG"	"hg38"
4.2	3698	"chr18"	"CpG"	"hg38"
4.2	10498	"chr19"	"CpG"	"hg38"
4.2	12748	"chr2"	"CpG"	"hg38"
4.2	4966	"chr20"	"CpG"	"hg38"
4.2	2422	"chr21"	"CpG"	"hg38"
4.2	4008	"chr22"	"CpG"	"hg38"
4.2	9490	"chr3"	"CpG"	"hg38"
4.2	8242	"chr4"	"CpG"	"hg38"
4.2	9272	"chr5"	"CpG"	"hg38"
4.2	9490	"chr6"	"CpG"	"hg38"
4.2	9164	"chr7"	"CpG"	"hg38"
4.2	7848	"chr8"	"CpG"	"hg38"
4.2	7506	"chr9"	"CpG"	"hg38"
4.2	34	"chrM"	"CpG"	"hg38"
4.2	6384	"chrX"	"CpG"	"hg38"
4.2	704	"chrY"	"CpG"	"hg38"
4.3	14628	"chr1"	"CpG"	"hg38"
4.3	7268	"chr10"	"CpG"	"hg38"
4.3	8406	"chr11"	"CpG"	"hg38"
4.3	7452	"chr12"	"CpG"	"hg38"
4.3	4210	"chr13"	"CpG"	"hg38"
4.3	5250	"chr14"	"CpG"	"hg38"
4.3	4984	"chr15"	"CpG"	"hg38"
4.3	6718	"chr16"	"CpG"	"hg38"
4.3	8588	"chr17"	"CpG"	"hg38"
4.3	3556	"chr18"	"CpG"	"hg38"
4.3	8914	"chr19"	"CpG"	"hg38"
4.3	11222	"chr2"	"CpG"	"hg38"
4.3	4560	"chr20"	"CpG"	"hg38"
4.3	2244	"chr21"	"CpG"	"hg38"
4.3	3734	"chr22"	"CpG"	"hg38"
4.3	8570	"chr3"	"CpG"	"hg38"
4.3	7704	"chr4"	"CpG"	"hg38"
4.3	8142	"chr5"	"CpG"	"hg38"
4.3	8436	"chr6"	"CpG"	"hg38"
4.3	8326	"chr7"	"CpG"	"hg38"
4.3	7142	"chr8"	"CpG"	"hg38"
4.3	6662	"chr9"	"CpG"	"hg38"
4.3	16	"chrM"	"CpG"	"hg38"
4.3	5920	"chrX"	"CpG"	"hg38"
4.3	672	"chrY"	"CpG"	"hg38"
4.4	12794	"chr1"	"CpG"	"hg38"
4.4	6630	"chr10"	"CpG"	"hg38"
4.4	7488	"chr11"	"CpG"	"hg38"
4.4	6610	"chr12"	"CpG"	"hg38"
4.4	3754	"chr13"	"CpG"	"hg38"
4.4	4528	"chr14"	"CpG"	"hg38"
4.4	4288	"chr15"	"CpG"	"hg38"
4.4	6072	"chr16"	"CpG"	"hg38"
4.4	7802	"chr17"	"CpG"	"hg38"
4.4	3018	"chr18"	"CpG"	"hg38"
4.4	7588	"chr19"	"CpG"	"hg38"
4.4	10176	"chr2"	"CpG"	"hg38"
4.4	3932	"chr20"	"CpG"	"hg38"
4.4	2090	"chr21"	"CpG"	"hg38"
4.4	3096	"chr22"	"CpG"	"hg38"
4.4	8122	"chr3"	"CpG"	"hg38"
4.4	7170	"chr4"	"CpG"	"hg38"
4.4	7396	"chr5"	"CpG"	"hg38"
4.4	7578	"chr6"	"CpG"	"hg38"
4.4	7570	"chr7"	"CpG"	"hg38"
4.4	6502	"chr8"	"CpG"	"hg38"
4.4	5934	"chr9"	"CpG"	"hg38"
4.4	10	"chrM"	"CpG"	"hg38"
4.4	5394	"chrX"	"CpG"	"hg38"
4.4	586	"chrY"	"CpG"	"hg38"
4.5	11030	"chr1"	"CpG"	"hg38"
4.5	6024	"chr10"	"CpG"	"hg38"
4.5	6632	"chr11"	"CpG"	"hg38"
4.5	5874	"chr12"	"CpG"	"hg38"
4.5	3542	"chr13"	"CpG"	"hg38"
4.5	4034	"chr14"	"CpG"	"hg38"
4.5	3848	"chr15"	"CpG"	"hg38"
4.5	5436	"chr16"	"CpG"	"hg38"
4.5	6778	"chr17"	"CpG"	"hg38"
4.5	2962	"chr18"	"CpG"	"hg38"
4.5	6762	"chr19"	"CpG"	"hg38"
4.5	9404	"chr2"	"CpG"	"hg38"
4.5	3468	"chr20"	"CpG"	"hg38"
4.5	1858	"chr21"	"CpG"	"hg38"
4.5	2890	"chr22"	"CpG"	"hg38"
4.5	6976	"chr3"	"CpG"	"hg38"
4.5	6512	"chr4"	"CpG"	"hg38"
4.5	6688	"chr5"	"CpG"	"hg38"
4.5	6694	"chr6"	"CpG"	"hg38"
4.5	6662	"chr7"	"CpG"	"hg38"
4.5	5876	"chr8"	"CpG"	"hg38"
4.5	5368	"chr9"	"CpG"	"hg38"
4.5	2	"chrM"	"CpG"	"hg38"
4.5	5210	"chrX"	"CpG"	"hg38"
4.5	606	"chrY"	"CpG"	"hg38"
4.6	9920	"chr1"	"CpG"	"hg38"
4.6	5490	"chr10"	"CpG"	"hg38"
4.6	5794	"chr11"	"CpG"	"hg38"
4.6	5218	"chr12"	"CpG"	"hg38"
4.6	3346	"chr13"	"CpG"	"hg38"
4.6	3630	"chr14"	"CpG"	"hg38"
4.6	3358	"chr15"	"CpG"	"hg38"
4.6	4588	"chr16"	"CpG"	"hg38"
4.6	5828	"chr17"	"CpG"	"hg38"
4.6	2814	"chr18"	"CpG"	"hg38"
4.6	5296	"chr19"	"CpG"	"hg38"
4.6	8022	"chr2"	"CpG"	"hg38"
4.6	3094	"chr20"	"CpG"	"hg38"
4.6	1794	"chr21"	"CpG"	"hg38"
4.6	2466	"chr22"	"CpG"	"hg38"
4.6	6132	"chr3"	"CpG"	"hg38"
4.6	5988	"chr4"	"CpG"	"hg38"
4.6	5922	"chr5"	"CpG"	"hg38"
4.6	6042	"chr6"	"CpG"	"hg38"
4.6	5742	"chr7"	"CpG"	"hg38"
4.6	5160	"chr8"	"CpG"	"hg38"
4.6	4532	"chr9"	"CpG"	"hg38"
4.6	4514	"chrX"	"CpG"	"hg38"
4.6	540	"chrY"	"CpG"	"hg38"
4.7	9340	"chr1"	"CpG"	"hg38"
4.7	5200	"chr10"	"CpG"	"hg38"
4.7	5602	"chr11"	"CpG"	"hg38"
4.7	4924	"chr12"	"CpG"	"hg38"
4.7	3316	"chr13"	"CpG"	"hg38"
4.7	3434	"chr14"	"CpG"	"hg38"
4.7	3394	"chr15"	"CpG"	"hg38"
4.7	4380	"chr16"	"CpG"	"hg38"
4.7	5410	"chr17"	"CpG"	"hg38"
4.7	2582	"chr18"	"CpG"	"hg38"
4.7	5320	"chr19"	"CpG"	"hg38"
4.7	7892	"chr2"	"CpG"	"hg38"
4.7	3042	"chr20"	"CpG"	"hg38"
4.7	1682	"chr21"	"CpG"	"hg38"
4.7	2340	"chr22"	"CpG"	"hg38"
4.7	6100	"chr3"	"CpG"	"hg38"
4.7	5638	"chr4"	"CpG"	"hg38"
4.7	5824	"chr5"	"CpG"	"hg38"
4.7	5794	"chr6"	"CpG"	"hg38"
4.7	5558	"chr7"	"CpG"	"hg38"
4.7	5156	"chr8"	"CpG"	"hg38"
4.7	4428	"chr9"	"CpG"	"hg38"
4.7	5032	"chrX"	"CpG"	"hg38"
4.7	622	"chrY"	"CpG"	"hg38"
4.8	7984	"chr1"	"CpG"	"hg38"
4.8	4800	"chr10"	"CpG"	"hg38"
4.8	4750	"chr11"	"CpG"	"hg38"
4.8	4244	"chr12"	"CpG"	"hg38"
4.8	2976	"chr13"	"CpG"	"hg38"
4.8	3140	"chr14"	"CpG"	"hg38"
4.8	2778	"chr15"	"CpG"	"hg38"
4.8	3466	"chr16"	"CpG"	"hg38"
4.8	4298	"chr17"	"CpG"	"hg38"
4.8	2416	"chr18"	"CpG"	"hg38"
4.8	3642	"chr19"	"CpG"	"hg38"
4.8	6892	"chr2"	"CpG"	"hg38"
4.8	2512	"chr20"	"CpG"	"hg38"
4.8	1386	"chr21"	"CpG"	"hg38"
4.8	1888	"chr22"	"CpG"	"hg38"
4.8	5490	"chr3"	"CpG"	"hg38"
4.8	5326	"chr4"	"CpG"	"hg38"
4.8	5172	"chr5"	"CpG"	"hg38"
4.8	5002	"chr6"	"CpG"	"hg38"
4.8	4914	"chr7"	"CpG"	"hg38"
4.8	4644	"chr8"	"CpG"	"hg38"
4.8	3922	"chr9"	"CpG"	"hg38"
4.8	3654	"chrX"	"CpG"	"hg38"
4.8	570	"chrY"	"CpG"	"hg38"
4.9	8248	"chr1"	"CpG"	"hg38"
4.9	4494	"chr10"	"CpG"	"hg38"
4.9	5126	"chr11"	"CpG"	"hg38"
4.9	4498	"chr12"	"CpG"	"hg38"
4.9	2952	"chr13"	"CpG"	"hg38"
4.9	3152	"chr14"	"CpG"	"hg38"
4.9	2642	"chr15"	"CpG"	"hg38"
4.9	3578	"chr16"	"CpG"	"hg38"
4.9	4748	"chr17"	"CpG"	"hg38"
4.9	2340	"chr18"	"CpG"	"hg38"
4.9	3870	"chr19"	"CpG"	"hg38"
4.9	7060	"chr2"	"CpG"	"hg38"
4.9	2746	"chr20"	"CpG"	"hg38"
4.9	1420	"chr21"	"CpG"	"hg38"
4.9	1766	"chr22"	"CpG"	"hg38"
4.9	5454	"chr3"	"CpG"	"hg38"
4.9	5208	"chr4"	"CpG"	"hg38"
4.9	5198	"chr5"	"CpG"	"hg38"
4.9	5164	"chr6"	"CpG"	"hg38"
4.9	5036	"chr7"	"CpG"	"hg38"
4.9	4656	"chr8"	"CpG"	"hg38"
4.9	3906	"chr9"	"CpG"	"hg38"
4.9	4	"chrM"	"CpG"	"hg38"
4.9	4526	"chrX"	"CpG"	"hg38"
4.9	596	"chrY"	"CpG"	"hg38"
5	7022	"chr1"	"CpG"	"hg38"
5	4242	"chr10"	"CpG"	"hg38"
5	4494	"chr11"	"CpG"	"hg38"
5	3896	"chr12"	"CpG"	"hg38"
5	2838	"chr13"	"CpG"	"hg38"
5	2602	"chr14"	"CpG"	"hg38"
5	2618	"chr15"	"CpG"	"hg38"
5	3048	"chr16"	"CpG"	"hg38"
5	3772	"chr17"	"CpG"	"hg38"
5	2438	"chr18"	"CpG"	"hg38"
5	2522	"chr19"	"CpG"	"hg38"
5	6704	"chr2"	"CpG"	"hg38"
5	2270	"chr20"	"CpG"	"hg38"
5	1266	"chr21"	"CpG"	"hg38"
5	1506	"chr22"	"CpG"	"hg38"
5	5214	"chr3"	"CpG"	"hg38"
5	5006	"chr4"	"CpG"	"hg38"
5	4860	"chr5"	"CpG"	"hg38"
5	4608	"chr6"	"CpG"	"hg38"
5	4312	"chr7"	"CpG"	"hg38"
5	4356	"chr8"	"CpG"	"hg38"
5	3656	"chr9"	"CpG"	"hg38"
5	3192	"chrX"	"CpG"	"hg38"
5	540	"chrY"	"CpG"	"hg38"
5.1	7234	"chr1"	"CpG"	"hg38"
5.1	4356	"chr10"	"CpG"	"hg38"
5.1	4302	"chr11"	"CpG"	"hg38"
5.1	3756	"chr12"	"CpG"	"hg38"
5.1	2880	"chr13"	"CpG"	"hg38"
5.1	2686	"chr14"	"CpG"	"hg38"
5.1	2634	"chr15"	"CpG"	"hg38"
5.1	2874	"chr16"	"CpG"	"hg38"
5.1	3494	"chr17"	"CpG"	"hg38"
5.1	2234	"chr18"	"CpG"	"hg38"
5.1	2572	"chr19"	"CpG"	"hg38"
5.1	6476	"chr2"	"CpG"	"hg38"
5.1	2170	"chr20"	"CpG"	"hg38"
5.1	1254	"chr21"	"CpG"	"hg38"
5.1	1460	"chr22"	"CpG"	"hg38"
5.1	5076	"chr3"	"CpG"	"hg38"
5.1	5190	"chr4"	"CpG"	"hg38"
5.1	4992	"chr5"	"CpG"	"hg38"
5.1	4812	"chr6"	"CpG"	"hg38"
5.1	4348	"chr7"	"CpG"	"hg38"
5.1	4352	"chr8"	"CpG"	"hg38"
5.1	3472	"chr9"	"CpG"	"hg38"
5.1	3190	"chrX"	"CpG"	"hg38"
5.1	492	"chrY"	"CpG"	"hg38"
5.2	6996	"chr1"	"CpG"	"hg38"
5.2	4358	"chr10"	"CpG"	"hg38"
5.2	4278	"chr11"	"CpG"	"hg38"
5.2	3930	"chr12"	"CpG"	"hg38"
5.2	2870	"chr13"	"CpG"	"hg38"
5.2	2720	"chr14"	"CpG"	"hg38"
5.2	2666	"chr15"	"CpG"	"hg38"
5.2	3022	"chr16"	"CpG"	"hg38"
5.2	3332	"chr17"	"CpG"	"hg38"
5.2	2332	"chr18"	"CpG"	"hg38"
5.2	2508	"chr19"	"CpG"	"hg38"
5.2	6680	"chr2"	"CpG"	"hg38"
5.2	2322	"chr20"	"CpG"	"hg38"
5.2	1342	"chr21"	"CpG"	"hg38"
5.2	1452	"chr22"	"CpG"	"hg38"
5.2	4978	"chr3"	"CpG"	"hg38"
5.2	5004	"chr4"	"CpG"	"hg38"
5.2	5106	"chr5"	"CpG"	"hg38"
5.2	4648	"chr6"	"CpG"	"hg38"
5.2	4492	"chr7"	"CpG"	"hg38"
5.2	4204	"chr8"	"CpG"	"hg38"
5.2	3596	"chr9"	"CpG"	"hg38"
5.2	3258	"chrX"	"CpG"	"hg38"
5.2	514	"chrY"	"CpG"	"hg38"
5.3	7476	"chr1"	"CpG"	"hg38"
5.3	4244	"chr10"	"CpG"	"hg38"
5.3	4548	"chr11"	"CpG"	"hg38"
5.3	3842	"chr12"	"CpG"	"hg38"
5.3	2808	"chr13"	"CpG"	"hg38"
5.3	2786	"chr14"	"CpG"	"hg38"
5.3	2708	"chr15"	"CpG"	"hg38"
5.3	2900	"chr16"	"CpG"	"hg38"
5.3	3222	"chr17"	"CpG"	"hg38"
5.3	2348	"chr18"	"CpG"	"hg38"
5.3	2404	"chr19"	"CpG"	"hg38"
5.3	6770	"chr2"	"CpG"	"hg38"
5.3	2256	"chr20"	"CpG"	"hg38"
5.3	1288	"chr21"	"CpG"	"hg38"
5.3	1460	"chr22"	"CpG"	"hg38"
5.3	5260	"chr3"	"CpG"	"hg38"
5.3	5202	"chr4"	"CpG"	"hg38"
5.3	5050	"chr5"	"CpG"	"hg38"
5.3	4848	"chr6"	"CpG"	"hg38"
5.3	4664	"chr7"	"CpG"	"hg38"
5.3	4152	"chr8"	"CpG"	"hg38"
5.3	3582	"chr9"	"CpG"	"hg38"
5.3	3460	"chrX"	"CpG"	"hg38"
5.3	530	"chrY"	"CpG"	"hg38"
5.4	7254	"chr1"	"CpG"	"hg38"
5.4	4346	"chr10"	"CpG"	"hg38"
5.4	4384	"chr11"	"CpG"	"hg38"
5.4	3906	"chr12"	"CpG"	"hg38"
5.4	2954	"chr13"	"CpG"	"hg38"
5.4	2860	"chr14"	"CpG"	"hg38"
5.4	2774	"chr15"	"CpG"	"hg38"
5.4	2880	"chr16"	"CpG"	"hg38"
5.4	3302	"chr17"	"CpG"	"hg38"
5.4	2466	"chr18"	"CpG"	"hg38"
5.4	2502	"chr19"	"CpG"	"hg38"
5.4	6684	"chr2"	"CpG"	"hg38"
5.4	2308	"chr20"	"CpG"	"hg38"
5.4	1300	"chr21"	"CpG"	"hg38"
5.4	1484	"chr22"	"CpG"	"hg38"
5.4	5526	"chr3"	"CpG"	"hg38"
5.4	5290	"chr4"	"CpG"	"hg38"
5.4	5026	"chr5"	"CpG"	"hg38"
5.4	5010	"chr6"	"CpG"	"hg38"
5.4	4716	"chr7"	"CpG"	"hg38"
5.4	4468	"chr8"	"CpG"	"hg38"
5.4	3568	"chr9"	"CpG"	"hg38"
5.4	3468	"chrX"	"CpG"	"hg38"
5.4	506	"chrY"	"CpG"	"hg38"
5.5	6852	"chr1"	"CpG"	"hg38"
5.5	4416	"chr10"	"CpG"	"hg38"
5.5	4400	"chr11"	"CpG"	"hg38"
5.5	4026	"chr12"	"CpG"	"hg38"
5.5	2960	"chr13"	"CpG"	"hg38"
5.5	2860	"chr14"	"CpG"	"hg38"
5.5	2750	"chr15"	"CpG"	"hg38"
5.5	3082	"chr16"	"CpG"	"hg38"
5.5	3258	"chr17"	"CpG"	"hg38"
5.5	2526	"chr18"	"CpG"	"hg38"
5.5	2606	"chr19"	"CpG"	"hg38"
5.5	6750	"chr2"	"CpG"	"hg38"
5.5	2356	"chr20"	"CpG"	"hg38"
5.5	1228	"chr21"	"CpG"	"hg38"
5.5	1508	"chr22"	"CpG"	"hg38"
5.5	5474	"chr3"	"CpG"	"hg38"
5.5	5230	"chr4"	"CpG"	"hg38"
5.5	5124	"chr5"	"CpG"	"hg38"
5.5	4978	"chr6"	"CpG"	"hg38"
5.5	4632	"chr7"	"CpG"	"hg38"
5.5	4080	"chr8"	"CpG"	"hg38"
5.5	3530	"chr9"	"CpG"	"hg38"
5.5	3498	"chrX"	"CpG"	"hg38"
5.5	482	"chrY"	"CpG"	"hg38"
5.6	7028	"chr1"	"CpG"	"hg38"
5.6	4526	"chr10"	"CpG"	"hg38"
5.6	4448	"chr11"	"CpG"	"hg38"
5.6	4042	"chr12"	"CpG"	"hg38"
5.6	3034	"chr13"	"CpG"	"hg38"
5.6	2706	"chr14"	"CpG"	"hg38"
5.6	2644	"chr15"	"CpG"	"hg38"
5.6	2896	"chr16"	"CpG"	"hg38"
5.6	3308	"chr17"	"CpG"	"hg38"
5.6	2384	"chr18"	"CpG"	"hg38"
5.6	2340	"chr19"	"CpG"	"hg38"
5.6	6668	"chr2"	"CpG"	"hg38"
5.6	2098	"chr20"	"CpG"	"hg38"
5.6	1338	"chr21"	"CpG"	"hg38"
5.6	1446	"chr22"	"CpG"	"hg38"
5.6	5268	"chr3"	"CpG"	"hg38"
5.6	5312	"chr4"	"CpG"	"hg38"
5.6	5028	"chr5"	"CpG"	"hg38"
5.6	4814	"chr6"	"CpG"	"hg38"
5.6	4478	"chr7"	"CpG"	"hg38"
5.6	4240	"chr8"	"CpG"	"hg38"
5.6	3530	"chr9"	"CpG"	"hg38"
5.6	3456	"chrX"	"CpG"	"hg38"
5.6	454	"chrY"	"CpG"	"hg38"
5.7	6562	"chr1"	"CpG"	"hg38"
5.7	4062	"chr10"	"CpG"	"hg38"
5.7	4200	"chr11"	"CpG"	"hg38"
5.7	4000	"chr12"	"CpG"	"hg38"
5.7	2934	"chr13"	"CpG"	"hg38"
5.7	2614	"chr14"	"CpG"	"hg38"
5.7	2568	"chr15"	"CpG"	"hg38"
5.7	2668	"chr16"	"CpG"	"hg38"
5.7	3186	"chr17"	"CpG"	"hg38"
5.7	2210	"chr18"	"CpG"	"hg38"
5.7	2276	"chr19"	"CpG"	"hg38"
5.7	6478	"chr2"	"CpG"	"hg38"
5.7	2226	"chr20"	"CpG"	"hg38"
5.7	1168	"chr21"	"CpG"	"hg38"
5.7	1312	"chr22"	"CpG"	"hg38"
5.7	5112	"chr3"	"CpG"	"hg38"
5.7	5224	"chr4"	"CpG"	"hg38"
5.7	4742	"chr5"	"CpG"	"hg38"
5.7	4770	"chr6"	"CpG"	"hg38"
5.7	4308	"chr7"	"CpG"	"hg38"
5.7	4084	"chr8"	"CpG"	"hg38"
5.7	3322	"chr9"	"CpG"	"hg38"
5.7	3492	"chrX"	"CpG"	"hg38"
5.7	458	"chrY"	"CpG"	"hg38"
5.8	6302	"chr1"	"CpG"	"hg38"
5.8	3852	"chr10"	"CpG"	"hg38"
5.8	3960	"chr11"	"CpG"	"hg38"
5.8	3588	"chr12"	"CpG"	"hg38"
5.8	2894	"chr13"	"CpG"	"hg38"
5.8	2486	"chr14"	"CpG"	"hg38"
5.8	2402	"chr15"	"CpG"	"hg38"
5.8	2584	"chr16"	"CpG"	"hg38"
5.8	2924	"chr17"	"CpG"	"hg38"
5.8	2308	"chr18"	"CpG"	"hg38"
5.8	2080	"chr19"	"CpG"	"hg38"
5.8	6102	"chr2"	"CpG"	"hg38"
5.8	1946	"chr20"	"CpG"	"hg38"
5.8	1236	"chr21"	"CpG"	"hg38"
5.8	1248	"chr22"	"CpG"	"hg38"
5.8	5018	"chr3"	"CpG"	"hg38"
5.8	4988	"chr4"	"CpG"	"hg38"
5.8	4516	"chr5"	"CpG"	"hg38"
5.8	4488	"chr6"	"CpG"	"hg38"
5.8	4172	"chr7"	"CpG"	"hg38"
5.8	4036	"chr8"	"CpG"	"hg38"
5.8	3396	"chr9"	"CpG"	"hg38"
5.8	3370	"chrX"	"CpG"	"hg38"
5.8	502	"chrY"	"CpG"	"hg38"
5.9	6004	"chr1"	"CpG"	"hg38"
5.9	3502	"chr10"	"CpG"	"hg38"
5.9	3694	"chr11"	"CpG"	"hg38"
5.9	3262	"chr12"	"CpG"	"hg38"
5.9	2522	"chr13"	"CpG"	"hg38"
5.9	2306	"chr14"	"CpG"	"hg38"
5.9	2248	"chr15"	"CpG"	"hg38"
5.9	2340	"chr16"	"CpG"	"hg38"
5.9	2494	"chr17"	"CpG"	"hg38"
5.9	2130	"chr18"	"CpG"	"hg38"
5.9	1910	"chr19"	"CpG"	"hg38"
5.9	5646	"chr2"	"CpG"	"hg38"
5.9	1832	"chr20"	"CpG"	"hg38"
5.9	1112	"chr21"	"CpG"	"hg38"
5.9	1240	"chr22"	"CpG"	"hg38"
5.9	4652	"chr3"	"CpG"	"hg38"
5.9	4578	"chr4"	"CpG"	"hg38"
5.9	4224	"chr5"	"CpG"	"hg38"
5.9	4084	"chr6"	"CpG"	"hg38"
5.9	3736	"chr7"	"CpG"	"hg38"
5.9	3778	"chr8"	"CpG"	"hg38"
5.9	3192	"chr9"	"CpG"	"hg38"
5.9	3136	"chrX"	"CpG"	"hg38"
5.9	434	"chrY"	"CpG"	"hg38"
6	5544	"chr1"	"CpG"	"hg38"
6	3406	"chr10"	"CpG"	"hg38"
6	3360	"chr11"	"CpG"	"hg38"
6	3252	"chr12"	"CpG"	"hg38"
6	2352	"chr13"	"CpG"	"hg38"
6	2096	"chr14"	"CpG"	"hg38"
6	2106	"chr15"	"CpG"	"hg38"
6	2098	"chr16"	"CpG"	"hg38"
