"Chromosome"	"Start"	"End"	"MP"
"chr6"	165336724	165336725	96.5
"chrX"	116059853	116059854	3.7
"chr20"	12802337	12802338	53.6
"chr14"	63384935	63384936	96.7
"chr2"	50073128	50073129	90.8
"chr6"	9875321	9875322	20.3
"chr15"	94835459	94835460	94.8
"chr13"	107055098	107055099	95.5
"chr20"	31813582	31813583	94.2
"chr15"	77206837	77206838	92.3
"chr1"	13377346	13377347	88.8
"chr18"	79803131	79803132	96.6
"chr1"	41381707	41381708	5.3
"chr2"	39929229	39929230	96.7
"chr6"	164403534	164403535	23.4
"chr6"	74015621	74015622	25.8
"chr7"	58363664	58363665	80.7
"chr5"	138575482	138575483	3.6
"chr5"	178817921	178817922	74.5
"chr21"	16118297	16118298	69.7
"chr5"	131284072	131284073	37.3
"chr14"	21299280	21299281	90
"chr5"	75711935	75711936	93.8
"chr10"	92189818	92189819	96.6
"chr22"	47970044	47970045	95.6
"chrX"	71736332	71736333	95.2
"chr14"	82105668	82105669	28.1
"chr8"	64254561	64254562	95.9
"chr19"	50831879	50831880	83.1
"chr1"	246565434	246565435	35
"chr2"	1981592	1981593	90.3
"chr2"	97055610	97055611	80.9
"chr6"	93750103	93750104	19.1
"chr12"	132204592	132204593	84.4
"chr17"	31057460	31057461	86.8
"chr18"	47034728	47034729	64
"chr6"	33714521	33714522	9
"chr1"	38814944	38814945	3.5
"chr3"	61903662	61903663	95.8
"chr5"	43553613	43553614	95.3
"chr17"	25063062	25063063	7.3
"chr8"	100063188	100063189	91.1
"chr8"	139708135	139708136	93.8
"chr3"	73423392	73423393	85.1
"chr4"	82874189	82874190	96.5
"chr1"	158602796	158602797	93
"chr5"	106032525	106032526	5.7
"chr19"	2900588	2900589	4.3
"chr16"	35145811	35145812	94.2
"chr20"	62349218	62349219	61.5
"chr4"	75969465	75969466	94.7
"chr1"	184373456	184373457	92.4
"chr1"	2566358	2566359	96.9
"chr1"	42565443	42565444	73.4
"chr12"	20244409	20244410	70.4
"chr9"	14244937	14244938	93.4
"chr13"	19154546	19154547	10.3
"chr1"	204245674	204245675	77.3
"chr2"	39527596	39527597	23.3
"chr22"	16371934	16371935	96.9
"chr11"	9514145	9514146	97.1
"chr12"	109391324	109391325	12.3
"chr5"	58816486	58816487	95.1
"chr11"	111162202	111162203	15.9
"chr19"	22193344	22193345	40.4
"chr8"	21102853	21102854	3
"chr2"	97948805	97948806	96.5
"chr8"	38198369	38198370	96.3
"chr4"	147714366	147714367	96.2
"chr16"	78990613	78990614	6.8
"chr9"	74750274	74750275	39.9
"chr8"	132752269	132752270	54.9
"chr22"	49286792	49286793	40.1
"chr22"	26517923	26517924	95
"chr19"	56889915	56889916	88.2
"chr13"	24960052	24960053	95
"chr11"	80748132	80748133	87.1
"chr11"	67470318	67470319	34.1
"chr1"	182853178	182853179	96.4
"chr3"	38466797	38466798	88.3
"chr16"	46626077	46626078	92.2
"chr5"	14100513	14100514	96.8
"chr7"	39807483	39807484	60.8
"chr10"	80887498	80887499	37.8
"chr1"	85580813	85580814	3.5
"chr15"	31028387	31028388	3.4
"chr19"	50402948	50402949	97.3
"chr6"	28660437	28660438	94
"chr8"	104619031	104619032	85.8
"chr9"	79579854	79579855	93.1
"chr20"	39277501	39277502	93.9
"chr20"	37325031	37325032	97
"chr9"	120467809	120467810	96.5
"chr4"	115565689	115565690	5.3
"chr13"	95368086	95368087	95.3
"chr12"	110260051	110260052	96.4
"chr21"	44237377	44237378	97
"chrX"	9744660	9744661	97.1
"chr7"	139716249	139716250	96.1
"chr8"	23426852	23426853	96.6
"chr12"	97487371	97487372	29.2
"chr12"	130973982	130973983	96.7
"chr16"	16502006	16502007	92.3
"chr12"	4269458	4269459	3.5
"chr4"	160873759	160873760	73.9
"chr6"	25455202	25455203	85.4
"chr5"	160544728	160544729	33.7
"chr10"	39084233	39084234	46.7
"chr2"	224697773	224697774	47.5
"chr21"	13506463	13506464	13.9
"chr12"	121527467	121527468	96.1
"chr4"	86394044	86394045	41.6
"chr1"	202135503	202135504	42.3
"chr8"	28069633	28069634	91.4
"chr13"	109155423	109155424	95.7
"chr19"	3184626	3184627	96.3
"chr9"	8082198	8082199	95.1
"chr2"	62758350	62758351	96
"chr3"	22806937	22806938	44.6
"chr12"	94528729	94528730	93.5
"chr4"	3872247	3872248	48.2
"chr19"	10710794	10710795	96.3
"chr6"	165644690	165644691	94.2
"chr13"	113814828	113814829	94.2
"chr20"	26209206	26209207	16.4
"chr5"	150509580	150509581	96.6
"chr5"	59010090	59010091	89.5
"chr22"	23157737	23157738	84.2
"chr5"	73119809	73119810	2.8
"chr11"	45286068	45286069	3
"chr10"	131813196	131813197	84.8
"chr10"	70596521	70596522	96.8
"chr11"	8263311	8263312	3.4
"chr17"	795847	795848	63.6
"chr15"	56626120	56626121	96.4
"chr22"	43548508	43548509	10.8
"chr4"	131737381	131737382	96.7
"chrX"	66085468	66085469	74.9
"chr15"	36112125	36112126	89.3
"chr1"	179896443	179896444	97.1
"chr1"	44033055	44033056	94.8
"chr6"	18957510	18957511	94.7
"chr3"	139920458	139920459	95.8
"chr1"	9997103	9997104	3.3
"chr15"	41827553	41827554	3.8
"chr12"	132566760	132566761	96
"chr1"	177671304	177671305	5.3
"chr9"	34460862	34460863	44.7
"chr8"	127807957	127807958	97
"chr15"	40419382	40419383	97.2
"chr3"	141988792	141988793	96.1
"chr1"	203256736	203256737	95.4
"chr3"	16786089	16786090	96.3
"chr9"	123596126	123596127	96.1
"chr6"	44080251	44080252	96
"chr10"	120161572	120161573	95.1
"chr10"	70739864	70739865	78.3
"chr13"	19504504	19504505	94.1
"chr12"	105848208	105848209	81.5
"chr4"	174192907	174192908	96.4
"chr20"	35999745	35999746	93.4
"chr19"	50030038	50030039	61.1
"chr16"	50534580	50534581	74.1
"chr3"	19926878	19926879	84.5
"chr3"	42906676	42906677	56.9
"chr10"	38585436	38585437	68.5
"chr6"	148531630	148531631	77.3
"chr3"	47369735	47369736	82.4
"chr19"	14277489	14277490	96.4
"chr2"	52433211	52433212	95.1
"chr3"	43160397	43160398	64
"chr4"	170412399	170412400	67
"chr10"	96354632	96354633	96.7
"chr14"	81371610	81371611	90.1
"chr8"	4680293	4680294	19.7
"chr9"	74425536	74425537	71.1
"chr11"	68739054	68739055	51.1
"chr13"	113821740	113821741	95.9
"chrX"	13299163	13299164	92.5
"chr7"	11361247	11361248	90.9
"chr18"	2906130	2906131	4.2
"chr13"	94458455	94458456	29.8
"chr1"	151281614	151281615	4
"chr17"	6097206	6097207	45.5
"chr9"	120009800	120009801	8.3
"chr2"	225123956	225123957	67.6
"chr6"	46634367	46634368	91.3
"chr1"	28667602	28667603	96.7
"chr17"	76487404	76487405	96.3
"chr9"	134483233	134483234	85.7
"chr3"	192710960	192710961	28.1
"chr2"	185624262	185624263	11.6
"chr7"	10031425	10031426	54.7
"chr2"	193825887	193825888	60.9
"chr14"	25664659	25664660	95.5
"chr6"	151971523	151971524	13.6
"chr20"	153740	153741	61.2
"chr17"	19052351	19052352	93.9
"chr2"	25539017	25539018	94.1
"chrX"	118715892	118715893	96.6
"chr17"	2809196	2809197	96.4
"chrX"	11123913	11123914	96.6
"chr3"	187569473	187569474	55.7
"chr8"	29523255	29523256	96.2
"chrX"	147801709	147801710	89.1
"chr6"	136537816	136537817	82.8
"chr13"	68680507	68680508	62.8
"chr19"	17136966	17136967	94.5
"chr8"	84953032	84953033	67.5
"chr11"	1378259	1378260	87
"chr13"	57460334	57460335	7.1
"chr10"	112720738	112720739	96.5
"chr19"	55227321	55227322	97
"chr1"	151271278	151271279	97.1
"chr11"	77153752	77153753	15.8
"chr11"	62868427	62868428	97
"chr3"	182431650	182431651	65.9
"chr15"	44496418	44496419	97.2
"chr2"	66763516	66763517	95.2
"chr7"	50734905	50734906	70.8
"chr2"	135335749	135335750	94.2
"chr17"	59313450	59313451	96.4
"chr12"	116102781	116102782	94.9
"chr12"	1811449	1811450	80.4
"chr18"	75248832	75248833	86.4
"chr11"	111996721	111996722	94
"chr2"	109488599	109488600	34.1
"chr16"	88249058	88249059	85.3
"chr18"	65377430	65377431	54.4
"chrX"	58148776	58148777	68.2
"chr11"	27479217	27479218	96.5
"chr8"	1776707	1776708	96.6
"chr4"	185075871	185075872	54
"chr15"	30162425	30162426	70.4
"chrX"	28146155	28146156	19.6
"chr4"	93391502	93391503	96.3
"chr2"	178217000	178217001	44
"chr22"	43174605	43174606	95.5
"chr11"	41994409	41994410	53.9
"chr3"	170526273	170526274	95.7
"chr11"	69918407	69918408	93.9
"chr1"	54155910	54155911	89.3
"chr14"	32061866	32061867	93.1
"chr2"	148949799	148949800	95.7
"chr9"	32384797	32384798	3.5
"chr13"	27765723	27765724	93.7
"chr20"	61947388	61947389	82.2
"chr1"	208330037	208330038	4.8
"chr19"	27675524	27675525	70.6
"chr13"	25082677	25082678	92.1
"chr5"	32327688	32327689	96.3
"chr8"	116137885	116137886	93
"chr12"	31620854	31620855	96.4
"chr6"	17388863	17388864	95.6
"chr8"	33233886	33233887	50.9
"chr6"	141453407	141453408	96
"chr9"	119369497	119369498	3.8
"chr18"	28047398	28047399	96.6
"chr11"	41173697	41173698	80.8
"chr1"	45009700	45009701	96.4
"chr7"	2953459	2953460	95.9
"chr13"	61212923	61212924	51.9
"chr3"	67781403	67781404	94
"chr13"	28042773	28042774	74.8
"chr1"	88055128	88055129	54.6
"chr15"	96053903	96053904	3.3
"chr10"	71079927	71079928	94.1
"chr2"	180408361	180408362	43.4
"chr4"	37616908	37616909	97.7
"chr16"	24568820	24568821	94.8
"chr13"	77841922	77841923	83.2
"chr20"	21047554	21047555	95.9
"chr8"	97697545	97697546	87.4
"chr4"	134702616	134702617	49.7
"chrX"	363624	363625	81.1
"chr18"	29616062	29616063	17.7
"chr17"	8436472	8436473	2.8
"chr1"	160886692	160886693	97
"chr2"	26034625	26034626	5.5
"chr17"	2003482	2003483	96.7
"chr1"	86762619	86762620	63.7
"chr19"	52233785	52233786	82.5
"chr2"	130761440	130761441	61.6
"chr17"	31484364	31484365	93.6
"chr1"	111541616	111541617	91.6
"chr11"	129419936	129419937	95.1
"chr14"	94218428	94218429	95.3
"chr22"	44634455	44634456	63
"chr10"	111632299	111632300	61.7
"chr10"	101107157	101107158	52.8
"chr17"	82735957	82735958	3.3
"chr6"	13775383	13775384	96.4
"chr3"	160464930	160464931	93.3
"chr6"	42118546	42118547	59.2
"chr6"	60268308	60268309	95.6
"chr4"	1790452	1790453	77.3
"chr10"	84758180	84758181	5.2
"chr9"	91852938	91852939	78.3
"chr17"	13855494	13855495	85.5
"chr6"	87796282	87796283	3
"chr10"	51164077	51164078	95.1
"chr1"	75617224	75617225	3.4
"chr17"	74747652	74747653	88.2
"chrX"	112335691	112335692	77
"chr8"	33484753	33484754	3.5
"chr12"	123442296	123442297	94.2
"chrX"	139606449	139606450	84.1
"chr14"	43530046	43530047	6.7
"chr1"	114632858	114632859	20.8
"chr8"	70753057	70753058	96
"chr12"	48892938	48892939	92.4
"chr20"	9876752	9876753	81
"chr7"	129826194	129826195	3
"chr4"	100145135	100145136	68
"chr12"	151309	151310	33.3
"chr5"	165648221	165648222	90
"chr22"	28446550	28446551	93.9
"chr12"	87183359	87183360	85.6
"chr7"	33994625	33994626	95.7
"chr18"	57784424	57784425	90.8
"chr6"	152636859	152636860	4.1
"chr14"	87507491	87507492	77.8
"chr20"	46450362	46450363	50.3
"chr2"	164889481	164889482	94.9
"chr14"	106401569	106401570	95.5
"chr12"	18351986	18351987	88.8
"chr16"	581911	581912	96.6
"chr1"	228647168	228647169	4.1
"chr10"	107094901	107094902	96.8
"chr17"	55265112	55265113	3.6
"chr7"	31003734	31003735	94
"chr20"	34290909	34290910	94.4
"chr15"	62244848	62244849	42.7
"chr20"	45320496	45320497	90.8
"chr8"	60372191	60372192	79.2
"chrX"	6728592	6728593	96.2
"chr2"	13986286	13986287	92.9
"chr3"	101260131	101260132	84.9
"chr11"	130361908	130361909	91.2
"chr2"	429361	429362	92
"chr22"	27247300	27247301	8.3
"chr5"	102694651	102694652	41.1
"chr11"	60999503	60999504	77.3
"chr3"	132977107	132977108	26
"chr8"	142988920	142988921	95.7
"chr13"	111864189	111864190	50.5
"chr14"	69746529	69746530	77.7
"chr16"	68447179	68447180	6.5
"chr21"	14732214	14732215	97.1
"chr4"	108172752	108172753	2.6
"chr12"	69692864	69692865	96.5
"chr4"	7759371	7759372	3.9
"chr20"	35292327	35292328	92.3
"chr20"	8159541	8159542	92.2
"chr7"	55295628	55295629	95.8
"chr22"	23379758	23379759	72.1
"chr1"	15176384	15176385	67.7
"chr7"	134506443	134506444	54.8
"chr18"	50268396	50268397	9.9
"chr5"	108662856	108662857	65.4
"chr1"	112847550	112847551	95.1
"chr14"	68480327	68480328	96.8
"chr3"	51530826	51530827	74.1
"chr8"	80667837	80667838	68.6
"chr16"	8878315	8878316	95.1
"chr16"	57787594	57787595	24.4
"chr18"	55644104	55644105	58.7
"chr8"	96410795	96410796	92.8
"chr12"	130293382	130293383	3.4
"chr10"	5515098	5515099	96.4
"chr17"	39154561	39154562	3.3
"chr3"	26647260	26647261	70
"chr3"	43829887	43829888	93
"chr4"	46377150	46377151	95
"chr5"	88099809	88099810	49.7
"chr19"	51009473	51009474	63.9
"chr9"	7982102	7982103	97
"chr13"	64347085	64347086	80.9
"chr17"	75035728	75035729	94.1
"chr15"	73707667	73707668	67.8
"chr1"	3723654	3723655	96.2
"chr19"	45971973	45971974	8
"chr3"	89280430	89280431	7.5
"chr6"	163959838	163959839	97
"chr5"	166889849	166889850	93.8
"chr2"	196157032	196157033	80.7
"chr11"	1109508	1109509	55.3
"chr3"	29532008	29532009	17.5
"chr20"	56267309	56267310	96.3
"chr5"	82031980	82031981	57.6
"chr6"	20040773	20040774	92.1
"chr19"	3964910	3964911	93.9
"chr2"	213152706	213152707	3.6
"chr6"	93068525	93068526	92.7
"chr16"	70347270	70347271	3.2
"chr8"	136686133	136686134	60.7
"chr13"	37251833	37251834	52
"chr15"	76762750	76762751	93.2
"chr16"	1449302	1449303	90.5
"chr4"	94421638	94421639	83.5
"chr2"	19910939	19910940	96
"chr10"	71973114	71973115	94.6
"chr11"	77832347	77832348	95.2
"chr15"	101189269	101189270	96.4
"chr4"	111155097	111155098	69.6
"chr3"	169772365	169772366	4.8
"chr4"	166053770	166053771	62.1
"chr16"	29753363	29753364	91
"chr2"	125556245	125556246	82.6
"chr9"	3864878	3864879	59.8
"chr2"	153248779	153248780	95.6
"chr18"	29573385	29573386	40.3
"chr14"	94740045	94740046	43.3
"chr22"	31945148	31945149	3.5
"chr14"	20390439	20390440	91.8
"chr3"	187083742	187083743	96.4
"chr14"	49704646	49704647	89.5
"chr2"	42028010	42028011	93.5
"chr17"	52883244	52883245	86.9
"chr1"	18462800	18462801	95
"chr5"	152676673	152676674	2.9
"chr11"	89981936	89981937	16.4
"chr1"	24797508	24797509	95.6
"chr8"	67880273	67880274	54
"chrX"	102264741	102264742	92.2
"chr4"	3931574	3931575	56.9
"chr8"	94590318	94590319	96.5
"chr13"	42526424	42526425	92.4
"chr12"	44650378	44650379	81.8
"chr7"	27533039	27533040	10.9
"chr4"	157555454	157555455	51
"chr7"	110870566	110870567	97.8
"chr11"	58416131	58416132	71
"chrX"	12517935	12517936	69.2
"chr16"	55300493	55300494	52.1
"chr13"	24542352	24542353	3.5
"chr3"	22577025	22577026	4.5
"chr7"	94410276	94410277	96.3
"chr2"	83297782	83297783	40.6
"chr16"	2269510	2269511	62.5
"chr11"	51331424	51331425	94.9
"chr10"	100185814	100185815	4.4
"chr16"	23097089	23097090	94.9
"chrX"	89150373	89150374	3.1
"chr2"	189983065	189983066	92
"chr1"	21396045	21396046	82.1
"chr15"	33625288	33625289	93.7
"chr1"	4599312	4599313	95.7
"chrY"	9505703	9505704	71.9
"chr17"	41464304	41464305	89
"chrY"	21067448	21067449	4.6
"chr15"	89424262	89424263	10.5
"chr6"	159150408	159150409	96
"chr5"	6300331	6300332	88.3
"chr19"	45575250	45575251	95.5
"chr9"	77966437	77966438	60.3
"chr3"	165500979	165500980	82.2
"chr12"	71282298	71282299	44.3
"chr4"	83186084	83186085	94.4
"chr6"	161975626	161975627	43.7
"chr6"	29448054	29448055	86.1
"chr1"	34641722	34641723	92.9
"chr16"	28800169	28800170	88.1
"chr19"	45419505	45419506	2.6
"chr19"	53156747	53156748	95.6
"chr10"	78515138	78515139	90.2
"chr2"	200027867	200027868	82.9
"chr1"	242293102	242293103	69.9
"chr13"	43366465	43366466	96.2
"chr8"	69290465	69290466	92.9
"chr18"	21654522	21654523	93.6
"chr12"	122465758	122465759	93.8
"chr7"	96119757	96119758	95.3
"chr1"	18535546	18535547	60.2
"chr14"	96459229	96459230	91.6
"chr11"	53477600	53477601	47.7
"chr3"	138944419	138944420	3.4
"chr16"	28362257	28362258	9
"chr6"	158231333	158231334	89.5
"chr2"	44164978	44164979	95.8
"chr19"	6180334	6180335	27.6
"chr22"	37019862	37019863	3
"chr20"	26837052	26837053	96.2
"chr19"	5014349	5014350	96.4
"chr6"	32345734	32345735	41.6
"chr9"	137875014	137875015	95.8
"chrY"	21920057	21920058	95.9
"chr3"	113606619	113606620	17.6
"chr22"	40406110	40406111	95.2
"chr6"	161057922	161057923	96
"chr16"	57509138	57509139	50.7
"chr10"	87390846	87390847	79.3
"chr22"	20996187	20996188	94.8
"chr19"	5401201	5401202	52.5
"chr4"	39545968	39545969	96.5
"chr13"	42359379	42359380	89.6
"chr7"	5231913	5231914	5.1
"chr5"	173335874	173335875	92.2
"chr3"	117057172	117057173	18.2
"chr4"	57478032	57478033	63.4
"chr7"	36397824	36397825	96.7
"chr5"	60091981	60091982	95
"chr15"	55035097	55035098	5.5
"chr19"	18752777	18752778	93.1
"chr14"	55411770	55411771	4
"chr7"	1367700	1367701	60.9
"chr5"	69018806	69018807	36.2
"chr18"	9656659	9656660	52.4
"chr7"	147809827	147809828	15.9
"chr5"	92835200	92835201	96.1
"chr14"	73645032	73645033	3.6
"chr12"	89408775	89408776	96.2
"chr18"	46018587	46018588	51.9
"chr2"	88630997	88630998	96.1
"chr2"	222186135	222186136	56.7
"chr1"	146480798	146480799	96.7
"chr6"	21849648	21849649	80.9
"chr9"	137588434	137588435	84.9
"chr5"	141058068	141058069	91.8
"chr4"	85541221	85541222	95.3
"chr1"	58623755	58623756	96.7
"chr1"	31687732	31687733	92.6
"chr13"	41458527	41458528	3.1
"chr5"	7713650	7713651	95.5
"chr17"	21213487	21213488	3.2
"chr1"	206613192	206613193	96.7
"chr2"	33820015	33820016	96.2
"chr2"	53492655	53492656	29.6
"chr20"	62275357	62275358	47.8
"chr19"	18667685	18667686	87.6
"chr2"	178654382	178654383	95.6
"chr7"	55020245	55020246	62.1
"chr18"	37580398	37580399	60.8
"chr2"	13056540	13056541	12.2
"chr10"	130815725	130815726	89.8
"chr1"	35962410	35962411	96.3
"chr16"	56796850	56796851	96.4
"chr10"	74726023	74726024	95.9
"chrX"	136934919	136934920	60.6
"chrX"	145076673	145076674	73.3
"chr16"	16586045	16586046	95.7
"chr7"	158915384	158915385	82.1
"chr20"	48541764	48541765	2.9
"chr7"	44031247	44031248	95.6
"chr13"	40398350	40398351	93.1
"chr4"	77884294	77884295	96.8
"chr4"	40031201	40031202	96.5
"chr10"	24937450	24937451	94
"chr11"	131838177	131838178	94.8
"chr9"	38153810	38153811	65.9
"chr22"	31681116	31681117	94.4
"chr2"	157838318	157838319	20.4
"chr14"	51166451	51166452	95.6
"chr21"	38709795	38709796	91.9
"chr6"	139176059	139176060	94.8
"chr1"	22664889	22664890	70.9
"chr3"	196570859	196570860	96.6
"chr8"	1922615	1922616	97
"chr9"	136202029	136202030	2.7
"chr20"	49694378	49694379	87.7
"chr4"	190066470	190066471	5
"chr14"	86416680	86416681	16.6
"chr6"	16594670	16594671	96.6
"chr7"	142476371	142476372	77.8
"chr6"	18504244	18504245	2.9
"chr3"	142724342	142724343	4.7
"chr17"	45036311	45036312	95.4
"chr9"	9445669	9445670	27
"chr10"	18278785	18278786	93.3
"chr9"	136728770	136728771	2.8
"chr2"	55110767	55110768	91.6
"chr4"	961969	961970	84.7
"chr6"	18286625	18286626	37.5
"chr15"	48710128	48710129	96.3
"chr9"	9981560	9981561	80.8
"chr13"	41547182	41547183	95.3
"chr16"	38021255	38021256	62.5
"chr7"	72036514	72036515	16.2
"chr17"	32145883	32145884	96.4
"chr1"	45086951	45086952	26
"chr15"	44550944	44550945	66.4
"chr7"	21901516	21901517	97.2
"chr11"	116644697	116644698	80.1
"chr9"	130172271	130172272	3
"chr17"	41546069	41546070	60
"chr22"	45249387	45249388	3.8
"chr7"	132540564	132540565	75.1
"chr11"	51687452	51687453	48.2
"chr8"	38126591	38126592	95.6
"chr7"	97597291	97597292	72.6
"chr8"	140215369	140215370	96.1
"chr3"	142771376	142771377	14.4
"chr19"	49774448	49774449	94.9
"chr14"	28754309	28754310	3.7
"chr12"	96196255	96196256	2.6
"chr10"	33140768	33140769	95
"chr4"	27329902	27329903	6.6
"chr7"	98084011	98084012	87.2
"chr5"	51462376	51462377	95.6
"chr4"	145077697	145077698	97.4
"chr8"	54283831	54283832	89.3
"chr11"	74390096	74390097	88.4
"chr1"	22626641	22626642	3.7
"chr16"	74765398	74765399	58.2
"chr16"	74445401	74445402	95.3
"chr1"	177718902	177718903	96.1
"chr17"	30709846	30709847	3.6
"chr7"	154294567	154294568	4.8
"chr11"	98510108	98510109	69
"chr18"	59028409	59028410	62.9
"chrX"	120638970	120638971	94.7
"chr11"	75834065	75834066	96.7
"chr14"	49357658	49357659	91.5
"chr3"	190255319	190255320	44
"chr3"	102387929	102387930	95.5
"chr3"	38039317	38039318	2.9
"chr14"	33097819	33097820	6.5
"chr13"	80338770	80338771	4.1
"chr14"	23715114	23715115	96.2
"chr15"	77801426	77801427	73.5
"chr9"	85139597	85139598	85.6
"chr3"	169767859	169767860	93.2
"chr4"	46824896	46824897	92.9
"chr7"	147611413	147611414	66
"chr4"	151255386	151255387	95.3
"chr20"	26473656	26473657	61
"chr2"	136140052	136140053	93.7
"chr3"	128315515	128315516	95.8
"chr14"	21275698	21275699	7.3
"chr12"	124794885	124794886	94.9
"chr12"	21834954	21834955	89.7
"chr14"	31022116	31022117	87.4
"chr22"	21572261	21572262	96.7
"chr10"	124454029	124454030	35.4
"chr2"	230827757	230827758	97
"chr11"	118898549	118898550	83.2
"chr16"	77722531	77722532	6
"chr7"	145837340	145837341	25.2
"chr2"	149315873	149315874	90
"chr10"	6112242	6112243	87
"chr16"	35181503	35181504	86.2
"chr10"	112079970	112079971	18.8
"chr11"	33894041	33894042	3.2
"chr5"	79275220	79275221	96.4
"chr9"	110208180	110208181	84.5
